gene,score
LAMA4,5.95441768728086
NDUFAF4,5.93136803045671
KPNA3,5.93034936170291
C2orf80,5.92104574282468
POR,5.90701306602145
SWAP70,5.87876845609612
IER3IP1,5.87675931985674
SRP14,5.85811384321296
ARHGEF26,5.84970718595604
TCN2,5.8206558092986
CAPRIN1,5.81080630687207
ZNF140,5.76693520821475
NUDCD1,5.76228217287796
QRSL1,5.76182275996578
RPLP0,5.75771335627848
POLE3,5.75535498007123
GLT8D1,5.74336734627078
SC5D,5.73203099999497
LINCR-0002,5.72908964106881
WDR34,5.72907270855272
SH3BGR,5.71452827291749
HIBADH,5.69645452861488
NAT9,5.69476336607235
IVNS1ABP,5.68547629557919
LAMC1,5.57531522739599
SURF2,5.56492817795244
COX7A2L,5.54250927914918
CTC1,5.51946548732633
HSPA6,5.51178138116185
ABLIM1,5.49653740774875
NEIL2,5.49520534881643
NCALD,5.49277742606014
DCPS,5.48634504042001
CKB,5.4861946449701
SYS1,5.45015224913485
NARS2,5.42903702459292
PSMA4,5.42337816938633
RNF4,5.42021105903382
PGAP2,5.41913838467562
STAU2,5.39421528517155
TMA7,5.3468974295209
NAP1L4,5.33906696757482
C9orf114,5.3190472637633
RPS23,5.29148962348543
CPNE1,5.2891841770883
RAB4A,5.28824071546414
MTMR2,5.28003982810846
GLRB,5.24741484248771
TWSG1,5.24568948657614
OTUD6B-AS1,5.24130626378409
NBAS,5.23404709380605
ANKRA2,5.23087829705433
SSR1,5.22044803871926
CDCA7L,5.21931339891821
TRAM1,5.20798445976897
TMEM120A,5.20296396524561
C1orf123,5.20207808163498
GABPB1-AS1,5.19833494932603
PRRC1,5.19587783118002
C4orf27,5.19037814630999
HSPA8,5.17196999963809
VIM,5.17057707184311
CCNE2,5.16980648562693
GINS1,5.16051280407204
ARL4A,5.15904157222214
THAP5,5.13275214199595
KLHL24,5.12457076751091
TM9SF1,5.12115538246457
HIGD1A,5.11124764572336
ADGRG1,5.09681080306658
ZC2HC1A,5.09544612661342
RAN,5.09167612603686
ZFAND1,5.07390827736993
VWA5A,5.06620618635713
MAP3K1,5.04553231897351
GNPDA2,5.0380484688745
STOM,5.00574878826134
PDHX,4.99979106260697
ANGEL1,4.99638918117427
DIP2B,4.99251911383465
TMEM170A,4.9840301016795
DNAJC11,4.97047937037215
ATG9A,4.96843498490317
AQR,4.95719539033207
CAPN10-AS1,4.94958095951463
RFXANK,4.94343951596179
GCDH,4.93038936549569
BSG,4.91944135340905
SEPP1,4.9065520195382
PCYOX1,4.8834644301437
POLR3F,4.87906595375327
ZNF7,4.85183369629022
CLDN12,4.84889506218906
VPS50,4.84186565174812
ARMCX2,4.82240634181931
GBAS,4.80280355871621
SUSD6,4.79555773157615
SPCS3,4.79345520899301
NXF1,4.79224066358167
NRAV,4.77849561015033
ANAPC11,4.77156121580701
CXCL16,4.75727241786846
AKAP13,4.75137809999887
PEG3,4.70814768474572
APOL4,4.70729004796249
MED28,4.69244806465649
POLR2B,4.69169088847204
DDB2,4.68618971230985
MANBA,4.66191102257108
GBP1,4.6488960881152
IKBKAP,4.64568487599735
NCAPG2,4.6131318518212
SEMA3E,4.61060397428809
MBIP,4.6030182239965
SERPING1,4.60123547162186
RBM39,4.59219649459824
GOLGB1,4.59181786661741
HS2ST1,4.58637637736514
LARS2,4.55723668560002
ZNF143,4.55416412489607
CYHR1,4.55282930693191
LSG1,4.54394978899812
KPNA6,4.53572700552019
SNX11,4.52969455106122
MFN2,4.52270046268117
NEAT1,4.51405265269965
LAMTOR2,4.50456133516042
TRIM9,4.50189214592687
MRPL42,4.49941003271232
C21orf33,4.48569013613722
PIGK,4.48504570588672
NUP188,4.47875863964726
GUCD1,4.47527283264474
MTG1,4.45941756136705
PTPRN2,4.45366822807899
SAA1,4.42425956007137
ZNF17,4.40752977723606
PIAS3,4.4064897124012
ACO1,4.37625909462632
SMARCA5,4.35296264960534
MAGEH1,4.32739284808802
LGALS8,4.32130818869883
AP3M1,4.29186671542947
ALG8,4.28344201640653
RACGAP1,4.2807339194702
ABHD16A,4.27604949149563
CNEP1R1,4.2647823190434
PIGM,4.26250266896341
LGMN,4.26007943628617
CHMP7,4.24776212759637
SEMA6D,4.24712553882447
CD46,4.24579654030385
ENO1,4.24062690030044
UGT8,4.21327643775277
COA1,4.21173163909831
TAX1BP3,4.20556629388771
TTC27,4.18380182330749
TTF1,4.1718092926791
PEMT,4.17095279836803
OIP5-AS1,4.16808105800297
AAGAB,4.15574343838126
TFB2M,4.14739702234185
ZNF133,4.14560182833365
TWF2,4.12982898705021
CCDC66,4.12045791099726
HNRNPK,4.10785377246774
COASY,4.10366471338117
TREX1,4.10048393003482
ZNF395,4.09526895882036
NT5C3A,4.09260088708599
CYBRD1,4.08907299981821
KRTCAP2,4.08223988333245
NDUFAF1,4.04414673099252
MRPL14,4.04274207764096
KIAA0391,4.03019483647536
RICTOR,4.02692393409039
LAPTM4A,4.02505962232313
GNA13,4.01752449080682
NRSN2,4.0017764221096
KATNA1,3.98708611364179
ULK4,3.98673995246617
CAMK2D,3.9771551115994
MON1B,3.97543123253542
CDK6,3.97464905093722
TSSC1,3.96485985787781
ADH5,3.95944155073616
TSPAN6,3.95886092833065
ZNF91,3.95423814890652
SPG20,3.94626008605164
SNTG1,3.945105488269
RPAP1,3.94257879821317
UXS1,3.93917594528722
IFIT2,3.9309908488624
FAM134A,3.92698167502385
DDX3X,3.92585814512637
WDR41,3.92562119558771
INPP1,3.92022730475785
TUFT1,3.91384031501837
SFXN4,3.91187478778568
YES1,3.90775422071255
RCBTB1,3.87523686181352
ENDOD1,3.85928939275622
ZNF343,3.81997745796188
TOMM5,3.7919127056047
TTC21B,3.78579386915993
MRPL35,3.7837291486388
PDZD2,3.77561687694337
KDM3A,3.75400098587634
LOC101927237,3.73614868884998
AIMP2,3.72110725007881
RRN3,3.71882886995138
MRPL22,3.71664981484406
MAGOHB,3.71614737829098
PRR3,3.71348483524505
GNG3,3.71159019307316
MBTPS2,3.69729299022244
ZNF57,3.6957917301502
GRIA3,3.67823491060805
CTSK,3.66618949001644
EIF4G3,3.64516600404977
OR1N2,3.63730429287016
ANXA6,3.63586987892115
LOC100506844,3.63505998020814
PPA2,3.6333028260467
SLC11A2,3.62963560709458
IL17RB,3.62962815375153
RAB10,3.62252058234584
VCL,3.61919460796505
PRMT3,3.61549255559592
RANBP3L,3.61273838004915
LOC654342,3.60849257404076
SEL1L,3.59575667229308
C15orf52,3.58477987970469
CARHSP1,3.57664226924766
KLHL12,3.56244003010991
TMEM159,3.55903855203978
BDP1,3.55891703149342
ST8SIA1,3.54942809746665
SNRPG,3.54439911624761
CBR1,3.54129207132727
IRF2,3.53930838891628
ERLIN1,3.53579100090488
CLCN3,3.53316656636381
TSFM,3.53045041013094
PI4KB,3.52895385570746
CCDC86,3.52307650627438
UBE3B,3.52200797097306
PLP1,3.51773595050808
CCNA2,3.51628839799463
BUB1B,3.51125947952221
ANKRD44,3.50352411728002
SLC41A3,3.48523506489052
LYPD6,3.4785225925416
KRI1,3.473254918109
HIP1,3.47052289547681
PSIP1,3.46304716989083
SLC4A1AP,3.46068846712887
CCDC77,3.45354172038817
TIGAR,3.45251737991073
RCN2,3.45031829983117
APOL2,3.4470948703474
DDX59,3.44632573433079
HLA-DMB,3.44189104781698
WDR13,3.44160893285205
UBR2,3.43082972393664
DNPEP,3.42837945063085
CWC27,3.42811468247882
ZC3H13,3.42689544437553
DPH3,3.41818828332319
ZNF627,3.41031838068136
TSEN2,3.40599400163969
LINC00339,3.39745738957604
ACBD5,3.39496210148457
ARFGAP3,3.38274139753318
WISP1,3.37216597935178
ATCAY,3.36692862180015
FAM204A,3.35964737583797
PCK2,3.3332159362056
PRKAR1A,3.32813395515302
TMEM147,3.3241671883818
CSRP2BP,3.30023212778212
FTX,3.2999791450316
MFAP3,3.29945453199974
TMEM50A,3.29724569186781
FGF1,3.29469572688982
RAB31,3.29314183030051
KLHL18,3.2865554994248
MAGEF1,3.27693051228172
MTRNR2L1,3.26875233520291
ZNF250,3.26380717906066
ACAT1,3.25919526906251
ALS2,3.25706119831687
PIGN,3.25585904822101
PSEN2,3.2460901688963
GABARAP,3.24501402052778
AK2,3.23490906967627
EPDR1,3.2323409278348
ZFYVE16,3.23126254230903
TMCC1,3.22991928431167
ANAPC4,3.2232909563886
CARS,3.21894786566648
CD24,3.21877726588692
SLC25A38,3.20348800399349
MIA,3.19119748454341
ANK2,3.18656876822791
LIG3,3.18535679801429
TAF1B,3.18471139462157
NAPEPLD,3.18466680167423
CHD9,3.17830506890943
EEF2KMT,3.17577154720369
TMEM254,3.16711933855223
NARS,3.15299362641595
HNRNPA3,3.1457923930552
CYB5D1,3.14372562921392
MYO5A,3.13887155970139
FAM63A,3.11958236270765
BET1L,3.1142885281883
FAM53C,3.10566997595977
MBOAT2,3.09531331935162
TFG,3.0907800242119
IRS2,3.08568862815258
COPS8,3.06012557120638
RNF14,3.05703147000761
PFKM,3.0509653634488
NAA40,3.03071387860209
MAGEB2,3.01859781868775
ZNF550,3.01824887005907
GFM1,2.9990102207638
RCL1,2.98461321189873
CD99L2,2.98322451832577
UNC50,2.97643269982739
C10orf10,2.9756538049149
VCAM1,2.97376508173973
CCDC51,2.96576439036115
HMGCR,2.95081404717644
CYB561A3,2.9432208869321
MCHR2,2.93879131201786
USP37,2.92692941656636
SPOCK1,2.91935677828396
FAM161A,2.91533354783639
SERPINE1,2.90882842677994
AURKB,2.881911046158
EFCAB11,2.87721602753572
NEDD1,2.87412217878155
GSKIP,2.87405367461019
CORO2B,2.8722004657859
TCEANC,2.8714275134972
ASAH1,2.86631224250697
RCN1,2.86297240217966
KIF20A,2.86226824020017
LOC100294145,2.8562435843832
EARS2,2.85594449851106
CNTN1,2.84166204746311
FAM107A,2.83926174665827
MGEA5,2.8256522267989
LIPC,2.81437181561655
THUMPD3-AS1,2.81119930423037
CENPQ,2.81087192546856
PRIM1,2.7992149422295
KDELR3,2.79786147710141
ATPAF1,2.79745805954692
ECE2,2.79175754525668
SPP1,2.79038765209135
PDLIM3,2.78614313220332
TIPIN,2.7799193760249
TMEM68,2.77854324776452
CNN3,2.773988209126
RFC4,2.77133698517212
GFPT2,2.77107670200445
C2orf76,2.76221917857568
IFIT1,2.75941729880342
RNF216P1,2.75453541422696
LPL,2.74930890957515
USP38,2.74680184572066
ACSL1,2.74361018595564
L3MBTL2,2.72891383850209
ZNF280B,2.72752101836985
ZNF610,2.72665543092673
SPATA22,2.72563799744481
MRPL17,2.72093252590568
WRN,2.7178497044951
LINC01604,2.70677231366748
BCKDHA,2.70482452449695
GNAI3,2.69437258261265
SCG5,2.68400464981774
GSTM3,2.67671286055903
ERMAP,2.67452598876698
NOC2L,2.67126942382982
MDM2,2.67115912591184
SMARCAD1,2.66330607126769
RABIF,2.65671376357659
MTMR6,2.65180046839993
JAKMIP2,2.64969699032921
EBLN3,2.64938210596566
ZBTB33,2.63709640338892
PRIM2,2.63543049503534
FAM228B,2.63078271657395
DHRS3,2.62279257901134
LSM6,2.61944482874422
VPS39,2.61749549956116
KRBA2,2.61653946672275
RCOR3,2.60686481526588
DOCK1,2.60564129567874
ZNF77,2.60014758753744
TUBA1A,2.59973307915877
CCDC138,2.59756141998982
AP2M1,2.5952341190361
ZNF331,2.59146576442239
COLGALT2,2.59033907570208
CPPED1,2.5869886070028
C1orf27,2.58556208331272
UBE2G1,2.57575284596366
NME4,2.57355298275418
MCM10,2.57214937197383
MEOX2-AS1,2.57070351424112
SLMO2,2.56937363991905
KLHDC8B,2.56887344067554
CA2,2.56092424653989
SGCB,2.54520451967027
CTSH,2.54180813765747
SCD5,2.537282759535
BGN,2.53263311213371
ASAP3,2.53189907635704
ABT1,2.53062100986092
SMC2,2.52715552798943
WDR19,2.5242703977605
DDX23,2.524258502571
PRMT5,2.51792798734115
SPOPL,2.51273494766706
TMEM25,2.51210425771572
ARRDC3,2.50989001224082
NDUFB8,2.50804609674647
TAGLN2,2.50740052614108
TRIM59,2.5017349462172
FAM96A,2.49953454180458
POMGNT1,2.49917757774162
TMEM140,2.49524540550645
FBXO7,2.49199021557899
LINC01550,2.4908301839211
GALNT7,2.48336265617384
C9orf3,2.47182688983755
ZNF227,2.46847939339567
PRKACB,2.46302972353754
CCDC113,2.45626633005564
GOLGA5,2.45229677352319
TRIM32,2.45113511179013
RASSF8,2.44544893347653
ARL4C,2.44199384641244
LMAN1,2.43693092861409
PNO1,2.43381881316229
TMEM9B,2.43339087190149
KLK6,2.4290000862874
LOC284454,2.42413524155344
TFB1M,2.42270258333147
ICE2,2.42256592230002
SMIM7,2.41640339311237
PQLC3,2.41520448234761
HAUS8,2.41483438628666
METTL21A,2.40959098888248
C12orf45,2.40845043583557
OR11A1,2.40679336779769
CSTF3,2.40268241038905
ZNF268,2.40124412305663
C1R,2.38557381197999
FPGT,2.3828724831259
PIP5K1A,2.3801479811838
MAN2B2,2.37881831341349
ZFYVE27,2.37680643854588
TRIB3,2.36854964355097
GYG2,2.3679221849425
CEP85,2.36703498435577
CCNB1,2.36600589771817
NT5C3B,2.36589999160621
MAGI2-AS3,2.36520109228736
GPATCH4,2.36020864142546
ZDHHC22,2.35792849419771
CTNS,2.35658729117671
CALCOCO2,2.35599866004253
STK38L,2.35374990438498
GLCE,2.35098059524593
PDGFRL,2.34816592259626
TNIK,2.34576095247518
SLC48A1,2.34420529116911
C5orf34,2.34220994628201
IRAK1BP1,2.33916435054028
SFXN1,2.33513419644772
SLC25A36,2.33500753350985
LIN37,2.33440475405534
IGFBPL1,2.33177437591508
APMAP,2.32657456284621
MRPL30,2.32622073386939
PIK3C2A,2.32351337270396
SHCBP1,2.31636052751896
HSPA1A,2.31561495238702
DIMT1,2.31249849937132
SLITRK2,2.30845343759802
GABARAPL1,2.30719911386669
TRIM68,2.30645890102202
SOD1,2.29639339633251
NSUN4,2.29545551306755
HELQ,2.28903654000165
CMSS1,2.28865078098069
RFWD3,2.2843939890585
ZNF285,2.28251260441296
ABCA9,2.2793178259431
CAST,2.27440007997251
LSM5,2.2739987329717
MAPRE2,2.26370395862251
GPD2,2.26083863494343
ACYP1,2.25736052450269
RSAD2,2.25267039516183
C8orf48,2.24184086346599
MYO10,2.24090672354468
RAB2B,2.24048107758208
RPS6KB1,2.23990271923992
WDR7,2.23815854291463
ARF4,2.23571115789538
BRD2,2.23318413511588
RNF26,2.22897447111374
DDX42,2.22302153568798
FUCA2,2.22178079887752
NSL1,2.22095668288969
ZNF441,2.2137678015938
CHMP2B,2.21355184809746
MPHOSPH9,2.21325241468833
MBP,2.21122858962275
FASTKD1,2.21100792180677
LINC00883,2.20738490034655
NT5E,2.20667719411609
KCNE4,2.20064472554164
PGM3,2.20057021679513
SNX8,2.19589002638784
TLDC1,2.19068313012968
COA5,2.18366456235627
TMTC4,2.18262465052016
EIF5,2.18045498817652
MIR99AHG,2.17625929515749
RTN1,2.17366968080256
ATF6B,2.169822111377
THAP7,2.16773304279236
ZNF112,2.16222691527035
PRTFDC1,2.15589265656008
POGK,2.15236594254389
POLDIP3,2.14511804578511
TADA1,2.14458521013334
GPR37,2.13615732392031
PARP14,2.13538010989897
ZSCAN30,2.13355269695602
TMEM161A,2.12920389458133
PSMG2,2.12772951792562
CENPBD1P1,2.12512865785447
URGCP,2.12358240502921
FHL1,2.12215776499371
HLA-H,2.12128344411178
PSMD1,2.11869499535949
ANO10,2.11744000491409
ZBTB40,2.11629650534545
WDR25,2.11436579001913
CDC7,2.1120442754367
IL33,2.11024579043725
PLD3,2.10906234417297
EVI2A,2.10596831402835
MINOS1P1,2.10335442105771
PDGFD,2.09921965450013
FAM114A1,2.09812364352266
AHCYL2,2.0947371491116
SYT17,2.09144562707318
ADGRB3,2.08719685182053
NCEH1,2.08593989392391
CRNKL1,2.07624618605158
AAMDC,2.07468124556276
ASCC2,2.0737606833088
CCAR2,2.07241156458274
GRB10,2.07236741767452
BEND5,2.06800679711037
RPL35,2.06763228585153
NDUFS5,2.06539376501429
YEATS4,2.06398800192339
DDX6,2.06300426904661
ALDH1L1,2.06140466674093
PAFAH1B1,2.05930450128833
CENPN,2.05347681812974
USP36,2.05331015804651
UGT2A1,2.05102123502037
SOX8,2.04943750241845
LDOC1L,2.04801447392705
BLACAT1,2.0476711562237
DZIP3,2.04223424879114
CECR1,2.04079828463384
TRIT1,2.03930699036028
IMPACT,2.03926408776988
CITED1,2.03926165498387
GEMIN8P4,2.03838179093595
DCTD,2.03834530286668
TMEM186,2.03782802960844
CCDC174,2.03269273971193
IREB2,2.03252665377509
RTN3,2.02501448311505
OAS3,2.02139772655527
SLC25A32,2.02105978114246
CHCHD5,2.0188071134038
PGM1,2.01575684499665
SRPRB,2.01090714479228
CRISPLD2,2.00824800534319
SCG2,2.00699556319911
SPRY2,2.00120103465276
ZNF76,1.99936798133872
NDRG4,1.99862672900077
IPO4,1.99587453918701
SNAP23,1.99088793875551
C7orf55,1.98970947324354
ECHDC1,1.98861433929507
CASP7,1.98751010465936
STEAP3,1.98744307681519
IFIT5,1.98584965640521
VPS26A,1.98444660169028
RAB8A,1.98234578754138
IFI44L,1.98231307582104
MGST3,1.9764512502291
SLC31A2,1.97608327440454
SETD7,1.97489161029698
MIAT,1.97191526354455
AKAP3,1.97010008034787
ARMCX4,1.96901607079576
WDR82,1.96791274789492
CELF2,1.96740868983823
CTNNBIP1,1.96676163080961
EEF2,1.9619753278267
MRPL34,1.96058365192573
RBM28,1.95834619298606
ZFYVE21,1.9554387689904
C9orf78,1.95478200009357
KCNIP1,1.95410970948174
NAPG,1.95189407381464
FAM173B,1.95011479325167
SCFD1,1.94930039875259
ATF6,1.94867023534124
FAT1,1.94739935691213
FMNL2,1.94703318162003
DNASE2,1.94624797323327
TRMT5,1.94575437388491
EPT1,1.94290747859162
IMP4,1.93477277079863
AP4B1,1.93236064873198
PGM2L1,1.9319058320675
PP7080,1.92834235003287
ZSCAN32,1.92473045004747
CINP,1.92216276338478
ETFDH,1.91703525100275
CBWD2,1.91558621637882
RIOK1,1.91521531961135
CEP70,1.91516182595904
STAT3,1.91450264154906
PSEN1,1.9083361212817
ZFP3,1.90696238284241
BUB1,1.90546155485286
LOC728392,1.90232990109932
ARPP19,1.902154370969
TCF4,1.9015550283164
RAB6A,1.90111705089429
KIF4A,1.90099224375754
AFAP1L2,1.90091590800875
MPV17L2,1.90079034773757
AURKA,1.89963307897141
ACTR1A,1.89934431959284
CCDC88A,1.89663542450171
ACTR1B,1.89242511461306
PCNXL4,1.88946313820125
WWTR1,1.88893405549002
SCO1,1.88806891961405
TMEM218,1.88544255619111
TMEM154,1.88040046538678
TSG101,1.87895898458196
NDUFAB1,1.8687843554751
RRAGC,1.8657945552055
ACOT13,1.86165439925069
EIF4E2,1.85860410566282
SENP8,1.85572669629341
HEMK1,1.85481303079693
CENPO,1.8536380074674
15-Sep,1.85083457056212
EMC1,1.85071757969648
PHYHIPL,1.85025530846805
SDCCAG8,1.85014730538824
BDNF-AS,1.84909074258899
ACTR8,1.84815099146334
IFIT3,1.84411606517242
SCAMP1-AS1,1.84238694181552
FASTKD3,1.84043039210357
WFS1,1.83740892601988
TRAK2,1.83658380234347
EXO1,1.83642790197723
PIRT,1.83500385022568
SORBS1,1.83283934105752
FAM198B,1.82211829383328
ZNF155,1.82108636462497
SVIL-AS1,1.81784279827899
CD83,1.81776340616833
DNMBP,1.81768074812988
EFEMP2,1.81587100620583
LPP,1.81436477460121
NOLC1,1.80701298414016
EMP1,1.80647596954529
LITAF,1.80446699877162
CEP57,1.80300678086523
RBM19,1.79893726129405
MASP1,1.79427385318895
ANKIB1,1.7926865330889
LIMK2,1.78975563473143
NIM1K,1.78948620737894
ZNF436,1.78927408971427
COL1A2,1.78788617152104
TTC37,1.78556025032957
LINC01011,1.78242267725713
ASCL1,1.78240205910323
CFLAR,1.77953590229037
GLIPR2,1.77936245325497
ZNF45,1.77886258405205
CRB1,1.77381010156915
CYFIP1,1.76974548133833
HINT3,1.76765074495954
EIF5B,1.76451053527069
MGLL,1.76342678383318
MCCC2,1.75682151711882
RNF141,1.75401087774954
TRIP4,1.75335709921916
ZNF326,1.74862181487147
GATSL3,1.74817485653201
TNN,1.747383621187
GEMIN4,1.74679946279405
DHTKD1,1.74199171711712
KBTBD11,1.73997997126556
ATF4,1.73941268694089
PRDM2,1.73830076299378
VPS41,1.73705871287221
TAF2,1.73505084035881
GTF2A2,1.73426606406971
CDCA8,1.73405117737959
METTL4,1.73257910495677
IFI30,1.72777844949399
ST3GAL1,1.72751662046887
ARHGAP19,1.72498960595441
ZNF239,1.72371729295125
SPSB4,1.71932397310064
NDEL1,1.71387803024834
RNF7,1.70687421190192
BRD7P3,1.69800159084193
LOC100506022,1.69620841447028
ZNF654,1.69525885112161
TSPAN17,1.69332469306032
HMG20A,1.69278655550499
F13A1,1.69158408215778
SART3,1.6910528024736
TAPBP,1.68868563213672
NUP107,1.68597917205391
ENTPD6,1.68597602725328
HERC1,1.6856632163815
PIBF1,1.67889553752228
HEPHL1,1.6752268363984
CDK2AP1,1.66817230842916
RMDN1,1.66730204388499
C3orf17,1.66490238822175
LY6E,1.6643007348639
POLD3,1.66417633122338
ASCC3,1.66058645089085
ANKMY2,1.65939504177827
LIX1L,1.65843014546113
ASTN1,1.65718477281361
CAPZA2,1.65665314776757
MASTL,1.65174509062642
ID4,1.65159827409793
FAM107B,1.65057041948584
KLHL11,1.64739836349804
UMAD1,1.64082269567147
LRRTM3,1.63920195354908
ZNF397,1.63574103045453
RAP2A,1.63527477047798
GPR37L1,1.63360504557169
MEF2BNB,1.63108781337896
EFTUD1,1.62757921977073
EZH1,1.62725056401397
TNIP2,1.62510749634197
PRPS2,1.62149615605101
WDR17,1.61958850000752
ZNF138,1.61813916125991
SIRT1,1.61335345920436
EPB41L4A,1.6109813924354
NTRK2,1.61033264886988
ANKRD36,1.60992165545954
TBP,1.60986178487091
TMEM110,1.60967597018947
BISPR,1.60857337345499
ZNF221,1.60691251876176
POLR1B,1.60461650730008
LOC100507487,1.60272849237179
TMEM161B-AS1,1.601095195974
ENTHD2,1.59781842413285
ZSCAN20,1.59319544039876
APOL1,1.59305834880258
AKAP10,1.59292410867585
POMGNT2,1.59178699630421
ENC1,1.58945449965265
PCGF3,1.58629631526536
PNPLA4,1.58472043499284
PCM1,1.5846033393452
NHEJ1,1.57956566907102
ILVBL,1.57924401072738
HIP1R,1.57745635992971
IQGAP1,1.57360053911884
VPS26B,1.57056554004885
RFX4,1.57053320992928
NPNT,1.56887813443916
MSRA,1.56872235927755
REPIN1,1.56855755281064
PSMG1,1.56738459441764
GPRC5B,1.56548179761557
RPS26,1.56190290302776
LINC01105,1.55989160906331
PCDH17,1.55577987467411
SLC38A9,1.55483936598352
ZDHHC5,1.54715320004612
TPM1,1.54508977516864
PWP2,1.54495152269172
KDM3B,1.54208400165878
UBFD1,1.53927916653505
FZD6,1.53143318948419
CHPF,1.52827780316254
SERF2,1.52644955170894
MPI,1.52640177395986
CCDC101,1.52619391946424
ZNF324,1.52487172149862
ACP6,1.52407235753202
VRK1,1.52384557704974
MMP2,1.52354255132085
VMA21,1.52230805960677
ACSBG1,1.52050504670541
MAGEA12,1.52027071573348
LSS,1.51898289017182
SLC26A2,1.51486959611463
EXD2,1.51469121535386
FBLN5,1.51468100403243
ZNF256,1.51448706403199
CABIN1,1.51066065903137
ERI1,1.50994085324443
C4orf33,1.5091616295803
HECTD3,1.50743473685037
POP4,1.50454605577209
FUT8,1.50437950256907
HS1BP3,1.50342033943709
ILDR2,1.50294088401691
BEST3,1.50239404467759
TIMMDC1,1.49736261491123
ULK1,1.49367181116682
LOC100505716,1.49323167775456
MMS19,1.49313537415177
RUFY1,1.4903303967884
XRRA1,1.48722786617718
LOC101927151,1.48571828594659
PMM2,1.48233684632243
CCND3,1.48165402066962
SLC10A7,1.48037575696356
SNPH,1.48037025028603
DSE,1.48030322010648
ALKBH2,1.47426718064252
LOC730101,1.47290620735017
SCG3,1.47169035762301
CNN2,1.46809019847388
PNMA2,1.46225819488265
MRPS9,1.45969561438806
HDLBP,1.45853077694644
TMEM132B,1.45758145295116
ZNF761,1.45708692750363
ATG4B,1.45532150127124
USP28,1.45275523497208
CENPM,1.45079833527349
NLGN1,1.45011664988999
IGSF1,1.44888809950714
LMBRD1,1.44785580257895
RAB2A,1.44744501716464
ZNF2,1.44445712689764
AGR2,1.43957859763461
FNIP1,1.43827946388139
TAP1,1.4381189390015
ZGPAT,1.43774665823408
GMPPB,1.43219808337527
NCAPD2,1.43034352994158
HLA-G,1.42992203618318
FBXO28,1.42796263558176
ALDH1L1-AS2,1.42796250408351
SPCS1,1.41891001385208
IVD,1.4187628760682
SIRPA,1.41831357380591
TRIM26,1.41556441296257
CSF1,1.41505422782209
MIPEPP3,1.41404727666025
CRAT,1.41228739931212
ELOVL6,1.41178475686741
MAN2A2,1.4115176411105
SLN,1.40649083273487
APBB3,1.40590768708087
ZBTB26,1.40569261819259
SIGMAR1,1.40315949549228
KLHL42,1.40253045206134
TRAF2,1.40047455001397
USMG5,1.4003579127988
SDHAP2,1.3973673889307
FTO,1.39551783823984
LINC01128,1.39502097613285
SPTLC2,1.39340288054744
SALRNA2,1.39263297058886
CADM1,1.39090496494699
MRAS,1.39052146971817
TTL,1.38889952005496
TXNDC17,1.38717637571464
HDHD1,1.38641017326153
DHX57,1.38639591198546
PPP2R1A,1.38555939975137
TRIM44,1.38504866733699
COX4I1,1.38176797754499
LGR4,1.37596367456671
PSMD5,1.37383120059919
ANKRD54,1.37230789109715
KEAP1,1.3719228525598
LGI1,1.37129168741416
ZNF117,1.36212283385744
NUDC,1.3579183478078
ZNF10,1.3570506513706
CDC23,1.35687293895432
LRRN1,1.35167749562538
SLC5A9,1.34968626579818
ATL2,1.34645807444568
KIAA0586,1.34590314778209
GPI,1.34504349747646
VSIG10,1.34483622163936
METTL1,1.34460574466848
AKR1B1,1.3432565160328
GPATCH2,1.34150833963568
CHRDL1,1.34055061173081
THOC5,1.34000637238501
USP3,1.33882568942773
FBXO30,1.33792204520216
GUSB,1.33695171060613
GLCCI1,1.33674059401897
NDRG2,1.33631398367131
MGP,1.33348993423425
KCNJ10,1.33306570404408
SOCS7,1.33284892118514
MPDU1,1.33110853019234
ST8SIA4,1.33026606196797
DSG2,1.32964850577262
POLR2A,1.32871976921398
SLC30A6,1.32642636925428
WDR91,1.32445830720667
MAD2L1,1.32196175470517
GOLPH3L,1.32056315874475
BIRC6,1.31973419308659
PTPN12,1.3137399396369
KIAA1467,1.3134220427168
ATF7IP,1.31273138317875
STIL,1.31239300746263
C3orf33,1.31025913356468
PDCD5,1.30978009743882
BCL2L2,1.30720343346955
SALL3,1.30334688587739
LOC101927124,1.30287618904594
RRP8,1.30077266695669
UBE2N,1.29726427788901
UBE3C,1.29606632621787
BIN3,1.29501857152779
STX2,1.29426014274786
NTRK3,1.29362425529977
BMP8A,1.29145517898546
DGKG,1.28971637032869
OGFOD1,1.28900562409151
IKZF2,1.28844740419154
GNG11,1.28741875157871
LAMTOR5,1.28711928950077
USP24,1.28563646310562
STK33,1.28454162268107
ATP6AP1,1.28450582339087
CHD2,1.28335838055061
ZNF292,1.28135880294921
ABHD11,1.28118524078971
SPIN3,1.27696556614478
GDI2,1.27506970613177
IDI2-AS1,1.27497920895203
ENDOV,1.27314061264834
LINC01287,1.2723052270887
ZNF468,1.27136078080238
DNAJC19,1.27014132407819
CD48,1.26958693730358
METTL25,1.26951914349625
C16orf62,1.26780877437328
INADL,1.26732595604406
SP100,1.26728833408455
CADM2,1.26715130228319
ZFYVE1,1.26691239510618
LOC400706,1.26656887738943
NPY2R,1.26465906345469
ZNF701,1.26346235205905
FBXO38,1.26306173735686
HDAC3,1.26299944028141
