gene,score
KLHL7-AS1,1.26243458919321
LRR1,1.26173529911062
CHST10,1.25836553140857
ZBTB6,1.25650578048494
MAK16,1.25586586364737
C1GALT1C1L,1.25424396257842
KCNF1,1.25158824642427
PEX16,1.25156878231229
TUBG2,1.24606223937953
TTLL3,1.24597881152615
ZNF333,1.24473321460655
DFNA5,1.24443546848088
ZNF212,1.24317544162523
COL23A1,1.24035896629473
C11orf68,1.2400822050908
KDM2B,1.23986847315311
NALCN-AS1,1.23893229791281
UBA6,1.23798317050337
ZFP1,1.23765359453595
TRIM62,1.23711625303249
ADK,1.23650414518731
VGLL4,1.23630852092157
SGSM2,1.2363027243781
PNN,1.23539032630593
ISG20,1.23515479478591
ADPGK,1.23510882546332
APITD1,1.23376281162822
ANKRD49,1.23268220011674
SLC9A7,1.23233748822458
IFITM2,1.23210149988947
DCLRE1A,1.23196538968919
AMPD2,1.23196350419822
LINC00934,1.23099645704907
FAM183CP,1.22998314495965
HMGXB3,1.2292872269752
TTC30B,1.22920577904064
CDH13,1.22870996125963
IDI2,1.22812704281355
TFCP2,1.22562196579993
SLC25A39,1.22427995908155
PRPF6,1.22291541001075
OTUD6B,1.22241055099288
RBM18,1.22128149981615
DNHD1,1.22077750231524
MAP6D1,1.22063788317236
UTP6,1.21961408268982
LIN52,1.21944616863357
3-Sep,1.21879090945937
EDA2R,1.21862124681826
MIER3,1.218173267514
ZNF558,1.21516906278739
ATF3,1.21411805096539
CXXC4,1.20992199957491
CBX6,1.20851438656887
GABRB1,1.20774309220396
SLC7A1,1.20638497253841
PEX5,1.20423149346598
SBDSP1,1.20405678167718
LMF1,1.20144486984539
C9orf156,1.2007787329052
C10orf35,1.20039048583217
ZNF549,1.20021898956297
STK32B,1.19772941884673
WDFY1,1.19681564273783
CAB39L,1.19511850880664
S100PBP,1.19414722553351
MAP3K2,1.19276489689728
HBEGF,1.19208744808127
SLC24A2,1.19188909628642
VPS52,1.1906693950896
PDCL,1.18994399429633
ZNF551,1.18940068362681
BORA,1.18838451914768
ZNF223,1.18803644685905
KCNK3,1.18776584302604
ZNF28,1.18505100906135
MAGEC2,1.1846909525441
TADA2A,1.18345649341348
TAPBPL,1.18235330913856
KRAS,1.18139942393689
MAP1A,1.18111105812442
CA12,1.17839994216436
NSMAF,1.17817530042582
JAM2,1.17816900434692
SERPINA5,1.17593106083611
NAA16,1.1732933485456
CSE1L,1.16977230637578
TSKU,1.16874470597221
APOB,1.16804038310535
RAMP3,1.16731818247939
FAM177A1,1.16649316750306
HDAC7,1.16566094242151
CHSY1,1.1652541160055
MAP9,1.16449354572031
CES1P1,1.16364303007021
KLF3,1.16135729534299
ERGIC3,1.16048149477766
C14orf1,1.15786725931513
DST,1.15700380866947
SEC13,1.15527650534321
MAZ,1.15466546844146
MED12L,1.15378138331453
CHCHD3,1.152752375628
ARRDC4,1.15212421080335
STK17B,1.15144148400461
C12orf57,1.15139713139079
NEK11,1.15075370331256
MPHOSPH6,1.14892135233227
GATM,1.14800433572137
FNDC3B,1.14739203868584
HLA-DRB5,1.14713693201948
HOPX,1.14583680871522
NDUFV2,1.13853103838761
ZNF697,1.13771452639882
ZNF229,1.13697165732521
CHRNA9,1.13654388737971
ACPP,1.13506338637498
APRT,1.1340569911573
PLAUR,1.13179633166706
C15orf57,1.13126249818916
LIPT1,1.1300364596646
WDR76,1.12996566328407
CBR3,1.12915420952138
JMJD7,1.12884642952251
CENPF,1.12867491318058
OR8D4,1.12830135398149
ZNF230,1.12729578821202
LOC157273,1.1253223787586
MIR4293,1.12522242491289
TMEM258,1.12471278714351
OR4C45,1.12463617583343
SLC5A3,1.12293445930235
DPCD,1.12038582970667
NUF2,1.12007837967998
DUSP11,1.11926509573919
SEC14L1P1,1.11816996620417
ZBTB9,1.11652748482331
MRPS2,1.11478665924403
SCRN2,1.11380809795024
MYT1,1.11286388688359
SLC6A1,1.11279165361168
DERL2,1.11188721350509
LINC00675,1.10970856895854
ZDHHC6,1.10870241183636
DDIT3,1.10869615971217
TMEM81,1.10710046159085
NCOA4,1.106786243986
SYTL4,1.10633957212488
NBN,1.10574180859076
NAGA,1.1045404332666
RANBP6,1.10305149565994
SMAD5,1.10151246005877
CTSS,1.099221167268
C15orf59,1.09754881239753
MCEE,1.09499354958
TULP4,1.09339763411855
ILF3,1.09306316826404
DCTN3,1.09221413763905
POC5,1.09122433128576
EIF2AK1,1.09060115835341
SLC25A25,1.088531664727
RAB36,1.08842774589352
LOC101928100,1.08665159440469
RNFT2,1.08535043608977
OR5D18,1.0837674230478
ASB15,1.08327601223772
WNT5A,1.08184252696792
PFKFB2,1.08036540301438
WRAP73,1.07996673048311
CWC25,1.07847117617855
CROCCP3,1.07786669515598
RAD51AP1,1.07505705422354
GALM,1.07473442452781
FOXK2,1.07286384649196
DR1,1.07276820006433
ACADSB,1.07274444461285
TUB,1.07020826057324
LAPTM4B,1.06960099061869
HRH1,1.06878290831511
RNF181,1.06866773853864
KLRC2,1.06827934152007
NAGS,1.06795218299351
UBA6-AS1,1.06638901873828
CEP41,1.06309234577029
SIRT6,1.06191065757189
APLNR,1.06112457665777
MIR210HG,1.06111874988487
ZNRF1,1.05995071234912
PHTF2,1.05730972329975
PCTP,1.05538108308611
PLD2,1.05434328020112
SLC35C1,1.05344462981896
NIPSNAP3A,1.05296265776064
PLSCR1,1.05287272894116
RRAGB,1.0515063540011
KLHL21,1.05056352428567
LINC01234,1.04982414210716
PRRT2,1.04909850034058
SLC4A3,1.0477086003139
TTC30A,1.04761162520708
NDUFA1,1.04696141863031
LRRC4C,1.0468281224856
SKA3,1.04650264816813
GYPA,1.04649294058559
NRBF2,1.04589732012999
NYNRIN,1.04464060899792
TSPAN13,1.04221936706211
AMN1,1.03996736901074
PSTK,1.03980963683173
CELF6,1.03864985488892
NDUFAF2,1.03648932714185
ZNF766,1.03639199447268
PHF5A,1.03538400292762
IFNGR2,1.03496936267152
THAP9-AS1,1.03224087500294
CCDC85C,1.03223048481074
XIAP,1.03172703815558
SEMA5A,1.02939575761128
RBM15B,1.02850878070045
DLG1,1.02835608838464
UBL4A,1.02715046460084
PDIA4,1.02707989622593
NDST2,1.02698639804782
C7orf49,1.02635695641941
NUDT22,1.02629746480868
LOC101927482,1.0203154481222
ITPKC,1.02031147265559
CTNND2,1.01919101409376
PIP4K2A,1.01865279248648
RBAK,1.01633521308338
CARD8,1.01512087440708
SMYD4,1.01311189204709
TMEM222,1.01278941382652
EXOC3,1.01278392647542
SUPT4H1,1.01248988662352
ITGAV,1.00970814701234
ZFP62,1.00889747533117
GOPC,1.0084496106257
MT1E,1.00835046951825
CHRNB1,1.00748643651216
SLC33A1,1.0048705866428
H6PD,1.00402883890151
NIP7,1.00361052084269
ATRX,1.00347836310835
RFTN1,1.00147493177214
NT5DC3,1.00127395848059
MPZL1,0.998923913621295
WASF1,0.998411774458326
SALL1,0.998328916812435
LINC01114,0.997355637524743
WDR4,0.996978894120632
CRY2,0.996185736166573
LOC374443,0.995376537926044
MEST,0.993983068172445
LINC01279,0.991773245289878
MDM4,0.991050029320025
ZNF543,0.990876406342424
CLHC1,0.990543535286959
GEM,0.990222379605518
TSSC4,0.988971865462539
TTC33,0.987843530368588
MFAP1,0.986640778708568
TUBA1C,0.986405492591673
RPS27L,0.985879539134269
WDR11,0.985652724447676
DHX38,0.983500347941139
SNX21,0.983319948295444
PPFIBP2,0.982755257797381
MSANTD4,0.97934702167951
SLC39A14,0.979230658605057
PIEZO1,0.978727612615998
UBB,0.978081688085358
SEH1L,0.977985810116138
BTBD1,0.976799630537507
HEATR5B,0.976577617039275
CALM1,0.975557845102235
HUWE1,0.974561338983004
ARL2,0.974038173750158
OTUD3,0.97000628086863
ROM1,0.969627887385477
NEK9,0.968836376799339
RALYL,0.968345442665691
NAA50,0.968122619670096
TMEM182,0.967969045867336
PPAT,0.967276650838244
PFKFB3,0.966498842927962
SLC39A8,0.964701887317849
ATP11C,0.964642273962878
FAM20C,0.964324786756812
FANCB,0.964295321423693
KIAA0040,0.964223919514686
HELZ,0.964157654722783
RPL5,0.962656477438672
ACOX1,0.96256533480006
KIAA0753,0.960259645341221
TRAF3IP2,0.959838325902906
IQCK,0.959378099287543
SMIM10L1,0.958566624733873
AMFR,0.958489756442028
GFAP,0.958065672802585
MAGED1,0.957154603017936
SCARA5,0.955794335448033
PADI2,0.954576523052081
MADD,0.953786261128716
R3HCC1L,0.953603572045508
SEC23B,0.953424685934828
IL10RB,0.95268535748775
CCT3,0.95163285807042
DLEU1,0.951349033925151
OR52H1,0.950949840893166
VAV3,0.950510133410671
TTC38,0.95049298423495
SKA2,0.950188910677688
LIG4,0.948777952976026
LMTK2,0.94841530591146
HINFP,0.947811135746956
C1orf226,0.947808278882296
SEPSECS,0.946322247572199
F2RL1,0.946287173982905
ADNP2,0.946064906153407
LINC01314,0.945815487262711
PLA2G4C,0.94506603626708
MRPL57,0.94459597977327
SERTAD1,0.94430794566687
SARNP,0.943582674148557
KCNMB1,0.94275602724848
PTCD3,0.942377551143157
GALNT10,0.939127733981726
SSX2IP,0.936050060615809
PSMG4,0.935757471924156
MDH1B,0.935421400654821
LOC101928020,0.93541100354516
SHMT1,0.935129085592788
LPAR1,0.934894852439391
LOC100507053,0.934484107451733
HSPA4L,0.934438424104851
MICAL1,0.934054781532455
KRT6C,0.930642069535135
EFEMP1,0.930640153650253
ATP5G1,0.930338314654967
C12orf66,0.92999240091449
IGF1R,0.929338493140714
HSD3B7,0.928379480781127
CDV3,0.928187006901742
SKIV2L,0.92790792977004
ZFHX4-AS1,0.927508439457827
ZCCHC4,0.926334082023799
SMAD3,0.925155972102183
PDXK,0.925087280903958
LINC00312,0.923615197129361
FAM200B,0.923252713963667
TCEB3,0.922918707877034
PRICKLE2-AS1,0.922116225221162
UCK1,0.922020046617934
CDH11,0.921823280183236
USP47,0.921679328289629
SH3RF3,0.920529858383989
PODXL,0.918558484354271
MAPK4,0.918465186441646
CBS,0.918255078154501
FRMD4B,0.917567290594733
ANKRD40,0.917075175333747
ZNF132,0.917064841734587
SMAD1-AS2,0.916250900538682
CYP4F24P,0.913809161002579
TXNRD1,0.913550807183517
SGMS1,0.913111968060446
SOCS3,0.912304463801281
SOBP,0.911766206417689
CTSF,0.911094866140388
MAF1,0.910523970653919
FHL3,0.910237124091153
NEIL1,0.909984308829975
LOC100506302,0.908988623576486
C2CD5,0.908952897950345
METTL2B,0.908097978329695
ADCY3,0.907763375751616
ANXA2R,0.907702814861453
LOC100379224,0.906712582595986
RPP14,0.906387471865994
KIAA1614,0.906350677167305
ATM,0.906306673526512
MR1,0.906002903160811
SHISA4,0.905257287728746
ZSWIM3,0.90442451224501
ORMDL3,0.904301058271769
UBAC1,0.903283942587791
MEF2A,0.902249312156843
ACAP2,0.901072464373356
MIP,0.900421767841957
TMEM106B,0.899948320749829
ERAP1,0.899577269013041
SMG8,0.899318114864888
RIN2,0.899284989464142
ATG7,0.898047841413237
DDX49,0.897602913533162
MGC27345,0.895185695691869
SLC25A44,0.895107961336709
SFRP4,0.894959458517015
SERPINB9,0.89434652790637
SPNS1,0.890291101250711
PPFIBP1,0.889977981137727
HSPB8,0.887045312634304
EFNB2,0.886244340681506
GPLD1,0.885949980104626
RRNAD1,0.885519793236475
EIF3M,0.882483794093017
JMJD1C,0.882397223062168
DYNC2LI1,0.882194825159156
SDCBP2-AS1,0.880549616225871
SLC31A1,0.878525357488056
LSAMP,0.878128586248846
TBC1D14,0.87762356838773
C1orf112,0.876690936029023
RNPEP,0.876326198253165
CSDE1,0.875318180891854
HAPLN1,0.874640870443746
ACTN1,0.874347241914717
GPX8,0.874205889294809
CMPK1,0.874155733290898
ZNF92,0.873800020476239
TENM4,0.872969040442782
SLC9A9,0.871640916492562
KIFAP3,0.871381440677569
LDB2,0.871325869206731
ZNF75D,0.87131274199869
APBB2,0.868655844536008
SLC12A8,0.868511579320165
PARL,0.868393304504373
DYRK2,0.867168403926337
PLEKHO2,0.867047779795453
RPF2,0.866454251902622
GAS8,0.866024575784976
CAPG,0.865745926214009
TRAPPC2,0.864131697778572
HUNK,0.864094413280497
TMUB2,0.863462954809819
PHC2,0.862480907202314
ZNF160,0.861129527934752
C11orf54,0.860917272456637
ZNF709,0.859704254809538
PPT2,0.8574529581234
PILRB,0.855366752743382
PLXNA4,0.854315457463135
ACOX2,0.852389813816385
ZDHHC9,0.851070706185398
DUSP10,0.850987312290117
KIAA1033,0.850881909984568
TSTA3,0.850787608039438
GID8,0.850643055977899
ZNF544,0.849017425526663
ST6GALNAC4,0.848282714689278
DNAJC18,0.847925505787733
AJUBA,0.847645546216205
ASIC1,0.846809190638461
DXO,0.846790280242814
ZNF235,0.844092428519851
MOSPD1,0.843830860494109
UBE2W,0.842968000425725
C2orf44,0.842638981978562
NTM,0.84217501178364
UEVLD,0.841468227182734
METTL8,0.840718659178972
MYO3B,0.839514087396966
PPIL2,0.838780395110661
TMED7,0.83800381242606
STMN3,0.837953675732457
FAM104A,0.837394802840053
AK4,0.836778902786711
SCAMP1,0.835687546647952
SMARCD2,0.835637384900229
DNAAF2,0.835360641086477
GNS,0.834677539776299
LARS,0.834469611460017
SAP30L,0.834356125147314
UBE2Q2,0.834045153046513
ELAVL4,0.833693704379227
SNHG21,0.832798995921862
SENP1,0.831724225577206
GAB2,0.830469057501506
MEGF9,0.830259277689368
ACOX3,0.829568055646408
MIR4461,0.828286309130224
ACAD9,0.827664645821666
DOK5,0.827268746281279
PEAK1,0.824616794008953
MYL12A,0.824612801761068
NMRAL1,0.823880974802675
TRMT61B,0.822643021421946
NAV1,0.82245119100546
SEC14L2,0.819255411123732
TMX1,0.819187216052524
C15orf41,0.818449998310785
MYBL2,0.816206398368024
DNALI1,0.815481122244321
PPP2R5A,0.81374276771476
ST6GAL1,0.813339677889503
PCBD1,0.813314310788404
TRIB1,0.811743631486777
SF1,0.810933472605573
OR5H6,0.810231319352928
HNRNPA1,0.808820474683262
HSDL1,0.808103431651008
CCDC181,0.807791324667075
LUCAT1,0.807235535315381
PPP1R9A,0.805722103621668
LOC100129034,0.805681090814459
MAPKAP1,0.805630380597886
MMP19,0.803150811661368
PRUNE2,0.80240438527372
SLC39A13,0.802387313315162
NBPF9,0.800988681607484
NUPL1,0.797642840314737
MARK3,0.797479033636095
PIFO,0.796910331564821
AREL1,0.796694124388736
PTBP2,0.796285042924787
HHAT,0.796230924203389
PCDH18,0.794944838277166
TBC1D13,0.794329922358302
LOC284798,0.793101025420904
DDX11-AS1,0.792891797896416
SLC46A3,0.792624253692254
ATE1,0.789548504485069
C1orf177,0.788786541376505
LINC01137,0.78802400204789
RAD52,0.787846432435935
SPSB3,0.787686745773888
CDH19,0.787269378100472
CSGALNACT2,0.786900932707019
MTIF3,0.785897124884488
ENO3,0.785837178067736
LASP1,0.7852988221872
RHOBTB3,0.784926137475729
LONRF1,0.784280921308908
OR5B12,0.782290767245216
CAV1,0.780925960937915
AHRR,0.780861290431583
P2RY12,0.780023955054208
SELK,0.778389095894554
CNRIP1,0.778387971788237
TRIM36,0.777451998723411
HDHD3,0.777376358048365
DIRAS3,0.776859451926574
LINC00707,0.77545980018558
HNRNPH3,0.774538191117332
PPM1H,0.773642563024689
CGNL1,0.772438916720758
PREB,0.772050550165885
HOTAIRM1,0.770311538537179
TMEM147-AS1,0.770239182660772
POPDC2,0.769558385535735
MAN2C1,0.769359710397733
GTF3C5,0.769127445578101
WARS,0.766803653210041
PTPRE,0.766597277861721
MTMR1,0.764136677167671
HJURP,0.761854426404938
SLC7A7,0.760836058394041
MANSC1,0.759277300552586
BAIAP3,0.758973911282833
ABCB8,0.758074946338319
TIGD6,0.756901373989394
ZNF675,0.754227340751405
MPV17,0.753388470170488
TMPPE,0.751339081795732
PDE8B,0.751212023891044
TUT1,0.750939360812468
EIF2D,0.750910278112024
NICN1,0.750120756396801
ABL2,0.749961512434321
CDK7,0.7499184264237
C5orf45,0.749658351880087
SLC25A5-AS1,0.749621098644395
PANK4,0.749076256694496
RRM2B,0.746666703465566
SAAL1,0.745250791237337
SKA1,0.74454749771309
MYD88,0.742296970609863
MED11,0.741281585124814
GDF9,0.740738434902697
SYNE1,0.739425743574549
SLC35B2,0.737753345836443
COPS7B,0.736131756240539
CIRH1A,0.735381017839792
ZNF135,0.735064902633359
EIF6,0.734973949053813
DICER1,0.734493942232233
TMEM17,0.733964514378608
C4orf19,0.733634843338532
ARL14EP,0.731160289056193
DSTYK,0.731137742136422
APOBEC3G,0.731129189680205
ZNF585B,0.730763458675933
FAM102A,0.729946902181426
CDK14,0.728146959312258
TRAP1,0.727660174195034
FAM177B,0.727644710686262
WDR5B,0.727347659783945
MTUS1,0.727106222674392
NUAK2,0.726850442256122
HGSNAT,0.726340433175962
C22orf46,0.72612351722229
ATMIN,0.725576706057369
ABR,0.724587461412273
THNSL1,0.72410400427932
HLA-DQA2,0.723473465379923
LECT1,0.720858171270026
TAS2R13,0.720660419528101
COQ3,0.720628832840299
SCPEP1,0.720065964847533
LY6G6F,0.719930586231098
CALCRL,0.719815991137389
NOS1AP,0.719464396235721
ELF2,0.71942815815573
C1S,0.719233054921742
CA3,0.718620539156963
CHST11,0.717334690244824
PAGR1,0.715767013385644
ZNF23,0.71478373656996
SLFN11,0.713054622170417
MRPS27,0.712684173732951
MIS12,0.706085501740693
PRKD2,0.704986354001687
SYBU,0.70445501901482
RND1,0.704444831687061
ID2,0.703972168088985
LARP4,0.703476989463715
MXRA8,0.701898461495439
ESRRG,0.70156278214237
SCRN1,0.700639472721487
LINCR-0001,0.70007944126879
CWF19L2,0.700023418305307
AIFM1,0.699889079289378
TAF3,0.698826559158682
FARP1,0.698409399738367
BTBD10,0.69798961338545
HS6ST3,0.69732665707989
TMEM42,0.695816056991218
LOC101927045,0.695239194659307
RAB24,0.694907077492797
CASP3,0.693888577160455
CYCS,0.692195795340976
LOC81691,0.692110970587184
EIF2B3,0.69175604002337
ICAM1,0.691736802055693
BMP2,0.691393082625165
CENPBD1,0.689980654320779
NOTCH3,0.689729441256534
MAP3K7CL,0.687217244061147
TBC1D17,0.686944417500522
YWHAZ,0.686762831616388
SNRPC,0.686171601006834
HID1,0.686081307324894
RNPEPL1,0.685696056643322
SDC4,0.684743727522669
ESF1,0.684105272762228
RARRES2,0.684090870877622
PLEKHA2,0.683282730123314
COL5A2,0.681903967393661
POP7,0.681294651893571
NKIRAS1,0.681141645627123
THAP1,0.679699885533266
PLK4,0.679684266004488
MRPL55,0.679466573345309
PLEKHG1,0.67934912313487
C3orf70,0.679170903148476
CCNT2,0.679153005274554
NUP54,0.678156831238589
SMUG1,0.677523608554521
FAM46A,0.677516401308727
MYL6,0.677293698393409
FAAP24,0.675263614446195
TRMT13,0.673332606777935
ADAM12,0.672288995397833
MRPL50,0.672271651435559
ZNF623,0.67206610828856
SULT1A1,0.671944450181927
ZNF585A,0.671889036832396
HMBS,0.669184002734917
UBE2V1,0.669026328568816
INSR,0.669018824510752
RRAGD,0.668974020178742
ARL4D,0.66879028184196
NCAPG,0.665187395360044
ZNF480,0.664176781800082
KATNB1,0.664159170398935
THAP3,0.663397933967274
TOMM7,0.663026773291822
BCKDHB,0.662860891333543
SNORD94,0.661978888951742
KDM8,0.661696086872376
THBS2,0.661694558986221
LOC100505795,0.659961810571701
SORL1,0.659867213102569
SOCS4,0.658328944827309
C1orf220,0.658257778597163
TECR,0.657723160916328
CERS4,0.65707688335431
MPPED2,0.65671151173519
IQCB1,0.656677096878641
HK1,0.655924251972344
IL1R1,0.654247590709767
HS3ST1,0.65422978810865
SCARB2,0.654133779979197
WDR18,0.654062324925991
EBLN2,0.653855577630461
RPL29,0.653821031304932
USPL1,0.651375190796229
USP5,0.650946226421379
EPHX2,0.650904630102032
CASC5,0.649745629863061
CEP68,0.649268761775609
TC2N,0.649129259305218
TTYH2,0.648923498120978
TUFM,0.648890286237185
MALAT1,0.64850914170579
FLRT3,0.647732665273509
JAG1,0.647558720660043
USP33,0.64615074118851
BNIP2,0.645765735771203
CPOX,0.645470538581442
MGST2,0.644812720557115
ZNF330,0.641887380084147
MLEC,0.641851150060356
MMP16,0.640279845376142
RHNO1,0.640053525474949
CDKN2AIP,0.639760189930735
MMACHC,0.639395476040074
OPTN,0.63878695130865
MRPS18B,0.638630560997179
FECH,0.638420956915952
MIR22HG,0.637395905990768
LOC105377348,0.636595593977789
SIX4,0.636404796885851
SLC35A5,0.63533286986316
GPR85,0.635153931780755
PPARGC1A,0.63418640172402
HIST1H2AC,0.633627594650538
C14orf119,0.632301850872757
NCAPH2,0.632156531681097
AMOTL2,0.631581425029206
SCARNA16,0.63141551007986
CD47,0.629374532676141
OAS1,0.628879139418095
JHDM1D-AS1,0.628412963654563
KANK2,0.628254580856396
ZNF25,0.627437682248407
ZNF180,0.627167074774072
RDH11,0.626068920827872
EMP2,0.62392591087999
VCPKMT,0.623800175073423
GDAP1L1,0.623307531053663
TSTD3,0.623254332872978
ZNF566,0.623111089456523
FZD3,0.622913891380558
C12orf73,0.621776698783724
RANGAP1,0.621366591514246
ALG14,0.620799101397266
ZNF584,0.620294246600228
MED24,0.620284155255809
ZNF738,0.620159898391033
BLMH,0.619143768969718
PDDC1,0.619036985151706
TUBB3,0.618734290726448
ACSL3,0.618272508591142
MIB1,0.618121477711586
KCTD16,0.61666369800205
C3orf52,0.615890333590182
ZNF3,0.615565830251055
C10orf90,0.614752280817651
RNF38,0.614713906766692
GOLGA1,0.614563524274821
DMAP1,0.614342340720063
TSPAN11,0.611796552339818
NCKAP1,0.611687774906603
SPPL2B,0.611517333995131
THAP4,0.610377595160234
DCAF4L1,0.608536576718521
AP2S1,0.60815628945378
BCAS2,0.607911673147409
GLOD4,0.6075841028725
PISD,0.607512036672614
ZMAT1,0.606724463448241
EPHB1,0.606549090716487
LINC01449,0.606527583680381
SNHG19,0.606171799459481
STX7,0.606107146697809
SLC35F6,0.604503556643346
STX16,0.604436207642859
OXNAD1,0.604157924326116
RPLP1,0.603972556342141
C20orf196,0.603883844531389
RPS12,0.603588529717492
KLHDC8A,0.603421255460524
DCAF11,0.60272748535776
LOC100287846,0.602156573972508
GPD1L,0.601321124226332
CUX1,0.600673286740108
HLA-DQB1,0.600415309606129
KAT8,0.600032873435055
ANKRD27,0.599022196861342
SGPL1,0.598775456590806
FAM184B,0.597049101855026
MYLK-AS1,0.596095888169725
STMN4,0.595141897404884
DAGLB,0.59473543242026
ACIN1,0.59407673093296
SENP5,0.59373109793867
NET1,0.593049954742177
ZNF474,0.590760603600386
SHOX2,0.590050493992011
DCUN1D1,0.590009595401089
PRKD1,0.589407141920011
PURB,0.589051687830134
LOC653602,0.588855093843742
AMIGO2,0.588440953930134
DNMT1,0.588338936374465
NXPH1,0.586653811611169
MED22,0.585695986131135
FSD1,0.584149036804792
MYBPC1,0.583306521796916
UTP15,0.582616553207189
RAB3B,0.581463789538282
WSCD1,0.580678023854964
P3H1,0.578511945726365
MCL1,0.578376232134495
ARSJ,0.57746416983031
DIS3L,0.575808688301865
PRNT,0.574792783669403
SMC5-AS1,0.572432409760961
NDNF,0.57236649712711
KCNJ6,0.570459154731436
RPS5,0.569136834289435
EPN2,0.568280303503643
UBN1,0.567294258844204
MZT1,0.56721022971827
ONECUT2,0.566093347570829
CD200,0.563929330923659
RPL13,0.561851594907608
RPS18,0.560761434291536
ZNF816,0.560243274444861
UBE2I,0.559623864662613
MAPK10,0.559350879768826
MGAT1,0.557402726094371
KLF7,0.55710428711376
TBCD,0.557065407113018
FANCF,0.556107912948163
ARHGEF26-AS1,0.55577184231102
ZNF571-AS1,0.555552802158671
HLA-DPA1,0.55535184091143
ZNF224,0.555306471233201
SLC25A15,0.554950262530247
DUSP1,0.554198676126562
GBP2,0.553743162905731
PGAP3,0.553684055190634
BCCIP,0.552180005421506
TBC1D5,0.552092871205352
MAGIX,0.551540135424157
TEX261,0.551527104531976
NBPF7,0.551427222853648
UNC119B,0.551180713332666
TGFBR1,0.55107263350078
SYNC,0.551008197699449
PLCD1,0.548278819823159
CXorf56,0.547894684290205
ACOT4,0.547546523299395
TVP23C,0.547192137868011
BTD,0.546935121132458
ATP6V1G2,0.546299350516972
PBK,0.546278633293797
AKR1A1,0.546166477740027
TAX1BP1,0.546053749614951
TTN,0.545746042233278
WDR92,0.545670638916046
DNM3,0.544084700851065
SEC22C,0.543778114292879
LINC01250,0.543256381205677
HTATIP2,0.542640344593299
C1QTNF6,0.542605487734516
THAP9,0.54259879424272
FBXL20,0.542182733124156
XPO5,0.540965539784484
RCAN1,0.540601826751629
ZNF665,0.540096152038603
SLC43A1,0.53937887247675
IKBKE,0.538512398752029
LINC01568,0.537272146338726
OR1L6,0.537134191869253
GLYATL1,0.536911254093451
SULF1,0.536413749136529
MYO1E,0.536332879872172
ENPP5,0.535830872836337
GEN1,0.533189189327042
GPR12,0.533174720363003
ENOSF1,0.532479102125177
FHDC1,0.532260459874991
FAT3,0.531635496066868
NREP,0.531484454276825
HNMT,0.531040978264214
TNFRSF10B,0.531000985962493
NMT1,0.530255125268782
MAP3K13,0.529783545816863
TIPARP,0.529735951782435
CASD1,0.52879997278414
C1orf198,0.527918521049199
TMCC3,0.527790494322873
LINC00492,0.527081861092239
REL,0.5261773347657
TAP2,0.524727803554008
EMC7,0.524608229602876
LOC102723427,0.523967801681389
LOC100129461,0.52387118023271
FAS,0.523735532784137
TTF2,0.523646423803497
NPC1,0.52172215921486
CFB,0.521689280199151
IPO11,0.520842601761407
CTU2,0.519901542235046
CTSO,0.519841446750752
METTL16,0.519245416241666
TRIM56,0.519033030977533
PINK1-AS,0.51866360039286
CTH,0.518646441793338
N6AMT1,0.518431197799559
LMO2,0.517971584335646
SGTA,0.517305384836198
FAM104B,0.515261405973699
LRP6,0.515181867360325
CA5BP1,0.514777991820671
MTPAP,0.514503632423615
MAP2K4P1,0.512530215075803
WWOX,0.512458376479239
LOC101927365,0.511702069405823
GAD1,0.51154516518073
KRT37,0.510380292151013
LINC00847,0.510292161471389
CILP,0.510140447555126
SHC2,0.509976314544602
GAA,0.509384349166139
ACACA,0.508983869454507
FAM114A2,0.507609374867784
C17orf58,0.507315432092021
MBD2,0.507055863100024
ZNF605,0.506983817766906
CNST,0.506499447384684
DNAJA4,0.506076268133736
ITFG1,0.505321916780257
URB2,0.503693123755313
COG2,0.502466149563142
SLC22A23,0.5002237665196
RMI2,0.500116811205465
RNF121,0.499841022552105
ATP6V1E1,0.499516643816757
HIVEP3,0.499375286879064
OPA1,0.499171125963495
FAM180A,0.498604726079097
MAPKAPK3,0.498297714830493
TMEM257,0.498057998002268
KCTD21,0.497637107128838
IPO5P1,0.497612732172281
RGS3,0.497559990277081
USP30,0.496300908171467
SQSTM1,0.495993024996879
NRP2,0.495495896656982
HDAC6,0.495478309516638
LOC554206,0.495071872372374
TNKS,0.49493438513306
MUL1,0.494622401048927
HYDIN,0.490959070001134
IMMP2L,0.490837427206346
TET1,0.490575515603213
SULT1C4,0.49010020367727
PIGP,0.490090082761387
SCN1A,0.489158027698257
SUPT5H,0.488055427056701
FEZ1,0.486364088846279
ADCK3,0.485712293979622
ZDHHC23,0.485106711890627
KLHL17,0.484874346761415
CDK9,0.483986924440367
TMEM52B,0.483863078014226
DKK3,0.483146041946974
ZNF671,0.483126080428131
FUT9,0.482048535099248
ZFP37,0.481419114600622
PLS1,0.48055176775064
SLC29A3,0.480054625919072
HEBP1,0.4794163864609
NAA20,0.478738686742459
CPQ,0.478669273369068
RABGGTA,0.477612807781736
GNA12,0.477288833948429
SCYL3,0.477189402988625
DDR2,0.475006771709629
PIK3IP1,0.475003791235768
ZNF460,0.474194204560579
NOL10,0.473983345175148
TMPRSS5,0.473282542750461
PTGES2,0.473254637393348
UBE2F,0.472983334345506
