Gene,GSM1271945,GSM1271946,GSM1271947,GSM1271948,GSM1271949,GSM1271950,GSM1271951,GSM1271952,GSM1271953,GSM1271954,GSM1271955,GSM1271956,GSM1271957,GSM1271958,GSM1271959,GSM1271960,GSM1271961,GSM1271962,GSM1271963,GSM1271964,GSM1271965,GSM1271966,GSM1271967,GSM1271968,GSM1271969,GSM1271970,GSM1271971,GSM1271972,GSM1271973,GSM1271974,GSM1271975,GSM1271976,GSM1271977,GSM1271978,GSM1271979,GSM1271980,GSM1271981,GSM1271982,GSM1271983,GSM1271984,GSM1271985,GSM1271986,GSM1271987,GSM1271988,GSM1271989,GSM1272036,GSM1272037,GSM1272038,GSM1272039,GSM1272040,GSM1272041,GSM1272042,GSM1272043,GSM1272044,GSM1272045,GSM1272046,GSM1272047,GSM1272048,GSM1272049,GSM1272050,GSM1272051,GSM1272052,GSM1272053,GSM1272054,GSM1272055,GSM1272056,GSM1272057,GSM1272058,GSM1272059,GSM1272060,GSM1272061,GSM1272062
Cdc42bpa,6.673312018843344,0,2.1673912517393825,0.05939814054188966,1.0024746546279166,0,0,8.47780476664271,3.3380113186411724,3.246330621851265,0,4.6766817076638345,4.460618742258366,5.683418851570544,1.6314052375429071,3.3350441962608812,0,4.330491115469086,9.378678107735464,2.8546354592794456,7.423537566688294,4.14428657687718,1.377506393976109,8.937371951461065,4.460618742258366,3.694628141207065,8.642422363330681,3.494186079342539,8.04419325807429,0,0,2.9796016546019715,0,0,8.181764524069079,7.065425890908415,5.188889833762881,7.023229725720888,4.323010216674706,8.682108788830377,2.6024799221287047,7.159843886132536,4.430441066236812,8.508940894323661,0,5.32335636299717,3.7633330356389254,4.078571045766371,8.708421704272316,2.649426816959012,3.6109207195331807,3.74100142900095,2.500898600568122,3.0330521971367865,4.80414654551247,4.504618504922741,7.542618200520555,8.997768263479065,9.521775101449617,3.701162236633665,3.246330621851265,3.5360610623993467,3.12845754800687,3.9250071813696428,9.739368511076322,8.328472627240041,10.260788912025543,3.5385458090379456,3.7594124180032877,2.9345141486441433,2.88079912775944,3.5622502223127466
Cdh11,2.2360652196320627,1.244138866352618,0,2.7582966141864613,2.147729245147773,2.179085916540493,0.8551041132220438,0,3.002606532532173,0,2.856490199752405,6.198202492136598,0,1.5207695471801193,3.702724715925506,1.81375485012655,2.171556829640106,5.797093400893763,1.6341240803298476,2.8323763418352375,3.5187047574273267,4.723563572315799,4.0420132408109515,3.3142104612324874,5.659628896693953,5.045419763456435,3.025181212487664,8.750789282081156,3.3053470773443228,3.6862867480894903,5.839100781893612,8.971628578807898,4.186400569391151,5.137806316383715,2.9010649358689555,3.6771716272638137,1.7242552535290627,5.822276060593053,5.478933761682455,2.9386518587595827,3.443550139513411,10.21627960698256,4.454776586386015,1.5141416036003146,0.9601945961108636,3.998731079440613,5.324645373483718,10.113642573685441,2.033064402789643,5.1780210843784635,10.23965269914596,3.7498027968480367,9.40711227458869,6.836622441681841,7.792681872818543,4.23142041636288,10.767955787148225,7.137521432381812,3.455745270973089,3.7989349370655576,3.254493766922754,3.50514125800784,3.0621328193790185,3.9835470683523284,3.642464285650986,10.509033589473477,3.485390203038159,3.543289669670955,3.982626463711728,6.3500014141450976,2.8621514729144057,3.4080985949178264
Cdkal1,10.320131697393705,0,0,8.594736594171897,6.242504491429094,8.331144983204954,4.132616639481775,5.405176933386962,7.213051812993067,8.61857414300329,0.009627044174443685,0,2.6150703824872443,9.352524776754638,4.133926842521676,4.441020813210668,7.0635768757123625,0,7.551067767839424,8.875166368443487,7.1947815566165705,4.71527136412144,3.7130302830250717,7.598306219355543,1.9246356873830404,5.231525137979802,4.809943038158014,0,0,9.751504398167516,0,0,11.00961788565561,0,7.9499597667630235,8.12267781619273,0,0,2.3767851843054837,0.08827927306522071,3.4080985949178264,7.386233656809458,4.618484938415192,9.101403153990457,10.21627960698256,2.51661972645059,9.014471106880665,3.795842094524691,1.857907514723403,6.7423590330245196,8.158941526405178,8.735154466346216,6.4750658530974965,3.499746684115576,2.907242647517574,4.1563560059487745,4.390146260504063,3.4314932042408373,3.472495610946684,7.963482390068761,7.896700429499771,3.4698143938587607,3.080842711957352,3.822253014984465,4.770238496375557,2.852049588349811,3.455745270973089,8.97555734050563,3.547816167401982,8.642422363330681,3.510360212203948,7.267923282551693
Cebpg,1.2363773358662087,2.882847513848108,0.6263489211461886,1.3133143961127156,0.06863392253624033,1.188136668921723,0.153308873441946,2.794195032496195,2.7321872389287765,3.178518984715963,1.9108225108486157,2.6906032220687157,0.15730445778155405,0.4127270647368505,6.1503210154025485,0,0,0,0.725019718239361,1.602790595247125,3.257164763685333,4.332549686542089,0,0.04723885252308549,1.9089473545718592,0,2.8812131505803187,0,0,0,2.252803866728745,0,0,0,0,5.444161485861934,4.314462615249939,1.187390270736594,2.3236024381295355,2.8702744983189636,0,0,4.682779307018896,0,4.136810670740148,2.5819596864746166,3.8088227583470915,3.7863472885765144,1.8297713561169353,3.7515329221672284,3.624381589966379,3.7130302830250717,2.3321953073470567,3.5187047574273267,2.8812131505803187,7.286847139616537,4.437122677754673,3.403223104608461,3.466633440365397,4.413171430606378,3.2042582530793107,3.499746684115576,3.087679535875671,8.68514701597241,7.267923282551693,2.858044903333203,3.428703925411656,3.637221309275252,3.52848572936539,4.0135983126499815,4.367860104401021,3.4215152150948445
Cecr2,0,0,3.790712015404089,1.6184984788437975,0,7.029794479354477,6.659505154443623,0,8.117581666793898,3.205534686764063,0.009627044174443685,0,7.4725744706817,0,0,0,4.914818926334469,4.294765356722046,8.413832021359577,8.076871398833429,4.012289585147217,5.86850463660158,5.79858854742478,0.04723885252308549,1.9257188514515613,6.536083019207166,7.26996105337435,0,0,7.684219269501182,0,0,2.5383776200788093,7.26996105337435,8.56467354303146,2.4966449283360723,5.006529948127179,1.748675768279919,9.014471106880665,0.009627044174443685,6.2638213258644235,0,4.677846770102664,2.562217032526913,1.6949779910221434,7.080271299266579,3.790712015404089,3.784157694039097,8.015436612485967,3.680386551722837,3.623148885427443,3.715206492834972,7.587170751716477,3.6538011075169177,2.886160350317411,4.114861112282533,4.434664727596124,3.3765843424442954,3.5111111834866287,3.7692933794118932,3.206678832873809,3.4953997023766292,6.849719837670083,3.8105700380261647,4.881631088891718,2.8599298921116416,3.4265823322640947,3.6410582038487047,3.5016209749166802,2.790959118501374,4.339646837621235,3.4265823322640947
Cept1,0,8.483882754519389,4.789590406900996,3.590395937914028,8.278659841874115,8.319136264665202,8.176175608180207,0,0.04723885252308549,2.9869084997676945,3.5681149519966,9.433045391999027,8.241261785614569,2.5723633141260374,8.549126377209504,0.04723885252308549,0,4.3891764210802515,7.733016652362749,8.089727655016473,5.627647544124624,8.543242141060892,3.3881925628416876,8.225497237895372,1.839302078677519,0,8.78945496001952,8.27332220985549,7.677766854537594,3.0978192417742,6.34319595726384,3.234301924965711,0,0,6.639854450868429,0,5.325933367256256,8.654850358301884,2.3056505727424415,3.4953997023766292,8.952629026182112,0,7.786291057232419,8.041242949367511,0,7.546734016732853,3.7863472885765144,3.8088227583470915,8.422049430803968,3.692608955035731,8.735154466346216,8.08411119109941,2.4217401935888754,3.3792991670937074,2.4037261641659047,7.425246118382806,4.590258282158099,6.685285982165203,7.093044488614244,4.296167103638021,3.2267816090337638,3.6079270374328063,3.2079343082927063,3.8571623400631125,4.818195275369541,2.8122694678480635,3.449381573140474,6.427681007521235,3.671510573430539,4.500961835726215,4.148590924656796,3.787080904678744
Ces1d,7.603376373193751,1.4738724652350517,0.04723885252308549,0.04723885252308549,4.503192139939291,0,2.9010649358689555,8.39173718108127,2.6482264427416253,2.9970893049703786,1.6810266186786371,6.723502921952846,0,1.481724601939241,0,7.911907275613183,7.002462797260583,4.902524461083206,0.38824017496427604,3.330619374385907,8.214542309124068,0,0,7.637807786693352,1.8297713561169353,0,6.773601764686877,0,8.97555734050563,0,2.8658338921348174,0,4.306467129867527,0,2.7131731677664983,8.18657731753352,4.071005200750668,4.152076093567997,7.246029295759121,0,0,2.6845286379082856,4.5285376138835,4.080324668493184,7.427335373916346,7.559082511451185,3.787080904678744,3.80781527167422,2.221260378790915,3.694628141207065,3.5565912700517806,3.39309097372536,6.126163863755229,3.314938462928211,2.4068271543768867,4.1300078028298,4.587697204129592,3.3881925628416876,3.5597578515516712,4.3029003406913064,3.2293080968783894,3.607106872023821,3.213951223215143,3.835381261030535,4.812922741393148,2.813459100491492,8.440552235075973,3.5892766593171457,3.669882164345851,4.538094440544972,4.147126004529833,8.029711739192132
Cgrrf1,6.074269231815555,2.04624047339314,5.401780382887047,2.917087439461566,2.8185547621641636,0,0,0,6.402414037743525,6.808704638811008,7.905960926872742,0,5.139426442582028,0,2.6683042575980713,6.212436849196833,5.490336646163757,5.920957292512793,5.061710331430793,3.114955015574775,6.4688205147968025,2.115765145068563,2.1685798051599905,0.015258504009279302,8.107017679224448,0,3.4163597384489544,5.816716555315122,0.028881132523331052,8.04419325807429,0,0,0.037611808348641806,0,4.843304768904728,0,3.607106872023821,7.31117349418786,2.3403674897539513,0,0,3.413807178646073,4.560950461002038,0,5.864793024105123,2.0381712645192107,7.351304623690299,3.750464597117807,2.2868162247757367,4.793736460286883,3.5634890171782287,3.0442551638476134,2.398376939848316,3.444356762063621,8.35745997029806,4.118681386397326,4.640079126670298,3.3980283611496453,3.561098386490122,4.234317137504047,3.010394451709591,3.599582859398995,3.1933470236296695,4.105726545165356,7.111882286929447,7.963482390068761,3.4400248694838274,3.605651568108705,3.6134746367251878,2.804922356755179,4.311314275772933,3.7684740902185045
Chchd3,9.285153537046646,9.378678107735464,10.320131697393705,11.138540027937331,10.767955787148225,10.833319942698115,10.708138283018416,0,9.019488419230456,10.320131697393705,7.330531880172858,0,11.00961788565561,10.430508676283493,10.23965269914596,0.05540255620228159,7.723270406047979,10.767955787148225,10.509033589473477,8.49118235125231,9.715549044052578,7.5387502197360705,10.708138283018416,9.328436461169783,10.509033589473477,8.022325606049439,0.009627044174443685,9.915063500906424,11.138540027937331,7.829292390473884,10.291300275525922,0,10.162256649610494,0,10.767955787148225,3.087679535875671,0,11.00961788565561,2.3321953073470567,10.46845786750715,11.00961788565561,8.68514701597241,10.024413567766523,0,11.138540027937331,2.0823358362950004,4.0824448793266,3.746123549396088,11.289084862515255,3.7166036657068124,3.5892766593171457,3.046800081120828,3.3881925628416876,6.926517408051575,9.728190049239352,4.117988813930831,4.629600709983727,11.00961788565561,10.430508676283493,7.31117349418786,3.013363496679173,3.596765029649786,3.14933977555559,9.765045896350603,10.905431803300733,10.905431803300733,3.2583690602980826,10.430508676283493,3.6468843604094507,2.80868424370193,11.289084862515255,3.826341585206274
Chfr,0,2.2938386369150092,0.05939814054188966,3.178518984715963,6.341618345550041,8.389068423934296,1.1219750018606092,5.88635993489137,0.009627044174443685,0,0,5.985344740377826,1.601973648923645,0,1.326523473428559,7.100791962533507,0.9895091310046894,2.5096455155360937,6.998162133530342,2.5996951647102224,8.247075049432798,7.814034743822747,4.71527136412144,1.7140502490631828,4.040477216079004,8.107017679224448,0,1.612413267594879,1.3721085901193362,1.8095191907974104,4.0914796698503,2.64398443930768,2.985921355295535,0,7.082528326846775,1.3059717308735588,0,0,3.6730608327115006,3.4927134538706306,3.8342308241072076,2.841078197750655,4.289085142247867,0,5.042755839878554,2.0949823991628724,4.159039503443939,3.754095356622259,2.0988800282109743,5.588430092751237,3.5707556434622565,3.032153949265029,3.3702149812956455,3.4184681213328467,2.3629692892489618,4.2280998226495585,4.504618504922741,3.203294986490649,3.527161067095085,4.0675141940097586,3.025181212487664,5.351279947726338,3.176643202244106,8.474397069185748,4.506593808307227,7.0421568742747915,3.2487995206075087,3.472495610946684,3.6256306611729796,6.8669131821491955,4.152964516127857,7.342818206092793
Chkb,1.3756832497261968,0.01925408834888737,0.6732703972756506,1.7293097226349796,1.2703847679235272,0.5862413698148572,0.05939814054188966,2.878382953162533,0.009627044174443685,0,2.028642526826375,2.2874600713113407,0,3.1893481355133906,1.4374210225134525,0.05939814054188966,0,0,0,0,0.822966711773119,1.9506704603892355,4.054718275530969,0,0,0,0.48043843263732555,1.3106297815171482,2.3187768927251007,0,0,0,0.05939814054188966,3.1427268331054723,1.9362702176206923,0,4.829949418042215,4.035769885212344,2.3741059229281203,0,0,2.164457600730786,4.286196092713365,0,0,5.2085498555085055,4.172358377323781,3.7712453154107033,3.2146601150690746,3.701162236633665,3.5681149519966,2.886160350317411,3.374134566893627,3.4215152150948445,3.729188850214911,4.595662338342767,6.098239937687099,5.282970646463141,3.5408992282567056,4.06618674372187,3.0284171697691216,6.3070317914072955,3.178518984715963,4.003822154906001,4.972931654905939,3.982626463711728,5.727751356933758,4.736873673772662,7.023229725720888,4.087544423368763,4.8887421388668075,4.007251109393975
Chm,2.3616272931871287,3.2536986165393076,0.037611808348641806,7.474343567227023,4.047528421039654,3.944206300858894,2.9881644447360163,4.112829586358779,3.7989349370655576,6.383773729142874,9.074842272212718,3.401862135475958,1.1982317658770802,7.88255178557489,8.847435597608948,2.9514414601632932,7.436762966731602,3.458679583586882,0,5.051607370399947,1.8696613006169454,8.937371951461065,1.5783173156669017,2.8173943571389573,4.477101206746863,0,2.303637931682517,0,0.028881132523331052,7.613583241025789,0,0,0.05939814054188966,0,0,0,3.4786311747083487,7.229934182231721,2.3558224065518223,0,3.3158098671495857,4.211369394251289,4.279737541506654,0,0,2.0874210917754343,5.225372104790879,3.7701109880096864,5.91418648758748,3.7257659671719447,3.5670710037682842,3.0297741884100473,4.479115559463065,6.827888514736885,2.2874600713113407,4.186400569391151,4.502111211318597,9.780520465041365,3.539595883336354,4.186400569391151,3.0297741884100473,5.505196525766766,3.1851025613439217,4.002074410247507,4.484851272375408,3.9835470683523284,3.246330621851265,3.4750274861424852,3.6410582038487047,2.762101897918803,4.087544423368763,3.80781527167422
Chuk,2.359936448188912,1.5418200178896246,3.4481637416851956,2.623329603754474,5.07142009733712,1.1675561609193381,1.8794122826999042,3.070059387825086,1.6406526590097523,2.646213779705961,1.327415094251107,0,1.405185481091346,7.411793421192143,0,1.12833155788401,4.908694401057012,1.4972435026290138,5.334625837915406,0,1.2454182453652263,6.937127046556021,0,5.154923315167136,0,0,2.5819596864746166,7.448333271488648,2.2167742996531286,0,2.6150703824872443,0,2.80868424370193,7.591275226291428,0,0,6.855907023140739,4.108380028872712,3.088545714331221,7.679453358388999,0,0.009627044174443685,4.194365141958878,2.2748511244061542,4.086619318856208,6.054563544828607,4.13457100307163,3.760555075739764,2.080519875176637,3.6256306611729796,3.377812256896249,3.0163097078501107,3.4314932042408373,7.786291057232419,7.8851091552258,7.2362155218244855,4.557751914257181,3.215743111259223,3.4456337042558136,4.1300078028298,2.9763254736515345,3.6204161741318543,5.382810431229825,3.988699721272801,4.534997491566825,8.23899955626284,3.2746826117195713,3.4676217076453444,3.587156357484532,2.7674806845205593,4.2489803969599516,3.7476042492990613
Clcn4-2,1.333404482837903,1.2267961433939965,1.0361636455121854,1.4001840211156364,5.130710454358084,0,2.852049588349811,2.7829792308019816,1.9475569080976531,2.4309289784243324,0,7.429394348858087,0,3.219870183466317,0,0.01925408834888737,0,0,0.12054600056795378,1.8729198131856764,4.722506820166904,1.4452459166633593,0,5.437386150569988,3.3158098671495857,0.009627044174443685,0,1.9830422451680607,0.015258504009279302,0,2.352312600581121,0,2.5454255986481154,0,0.38824017496427604,0,5.136033906237388,4.229640536688972,1.3111001219887142,0.009627044174443685,0,2.8173943571389573,4.197461519334606,0,2.309559702119033,2.2958182356036505,4.012289585147217,3.923429170502095,2.6356594807506237,4.829949418042215,3.397236803042223,3.09443497793085,3.308975580286585,3.4687130950844844,2.3140809137673037,7.419605535152193,3.5037963935224585,3.231539456763077,5.853552589820117,3.2079343082927063,2.9881644447360163,6.8669131821491955,5.334625837915406,8.502617969325502,8.206759557834081,3.822253014984465,3.2146601150690746,3.516968080510479,5.825699870410265,2.810681579349692,5.4585570289771574,3.6256306611729796
Clip1,0,2.759601108363998,0.028881132523331052,0,0,6.06943942324719,5.12230494599246,6.485166883696766,2.3253464750943063,5.2668903503709315,1.9475569080976531,0,0,0,1.6378065079091606,0.028881132523331052,0,3.588008361242795,0,6.752836174102124,1.690575949247864,0,5.434084788348818,0,0,3.8203507081718504,6.663691263306622,6.630485229817144,6.598267978670637,0,0,2.983163245797285,0.028881132523331052,0,6.663691263306622,0,3.927073580465355,4.211369394251289,0,3.54578103252962,6.339178187083143,2.834757607424066,4.400583607849487,6.497905718895708,5.620158074263889,6.851141921598596,3.9835470683523284,3.960385118889508,3.019485823632871,3.758241600068415,3.3408856026013747,3.1257401928444204,8.372309602728171,8.194007424978324,4.273160407947284,4.054718275530969,3.5084163599684346,3.171120112532924,3.365886306599521,3.1398050705488183,3.0330521971367865,3.5634890171782287,4.833579778868197,4.017500776246986,4.809943038158014,5.045419763456435,3.2267816090337638,3.491911101672432,3.715206492834972,2.8491419406840675,4.323958702691255,6.1503210154025485
Clock,6.881071665497935,2.5403312873298263,1.2999717495399499,3.009216051384684,1.5316482415880521,1.6293998752824443,0,2.5454255986481154,7.551067767839424,4.82537959827603,1.4475463895299563,4.901600348715553,1.0722593629285782,0.015258504009279302,4.197461519334606,7.272400327358681,0,1.2034341147563996,3.3452249667816565,5.7437625394067355,7.703419113781794,0,2.3236024381295355,0,0,3.0790636238482993,7.965412542361325,0,4.616715315333118,0,0,3.9835470683523284,0.01925408834888737,8.31624365253016,7.846894461572337,0,6.793406784710287,1.2408209231820297,2.889117665734436,0,0,0,4.390146260504063,8.493748171681114,6.082127815388421,2.3253464750943063,3.990101539842111,3.9509002074279977,8.254741686084252,3.800208452395332,8.1519105583659,5.493402266269605,3.3495944657874963,3.449381573140474,2.5828792143810517,4.087544423368763,6.413967378103541,3.1773983558529273,3.320716654969917,3.1756462669992005,3.0679314277925487,3.3524195022852434,4.893157246184177,3.998731079440613,4.441020813210668,4.132616639481775,3.233504299696291,5.274215104058228,3.6741071870332602,2.852049588349811,4.3029003406913064,3.700411382242106
Clpx,0,1.315306323308887,3.527161067095085,6.879279510251241,0.48043843263732555,1.2800335403222987,3.1115559783616153,2.579670544637579,4.657211553780043,3.7105380587676247,1.079737329321423,0,7.585088552414703,4.132616639481775,5.870486884142679,0.028881132523331052,4.302133647453576,3.0047916316681293,0,1.7735861928860486,3.427531778538183,0,5.628806356163184,8.40208472363072,0,3.8299941192695526,0.009627044174443685,0,1.8560528230626876,9.129657594352876,0,4.8499712928166385,0.01925408834888737,0,0.08991514856044826,4.92556734590216,0,8.217059680733078,0,1.973938601937171,1.8945981869928996,5.361085836790523,4.3808076862764835,5.586578983206375,0,2.320360423207604,3.9950452816030784,3.913014003423759,3.001655564430078,7.870009509472066,3.3336902611806547,3.060419683358323,3.3524195022852434,7.336579024410224,2.5862232918939445,4.0926825816212276,3.514228047188872,3.1851025613439217,3.3185235432890683,3.288268957555454,3.070059387825086,3.346295204891218,4.8887421388668075,4.004967378743428,4.914818926334469,8.952629026182112,3.231539456763077,5.353812460997304,3.678810325651415,2.855368071714622,4.278995669839083,3.7166036657068124
Cmc1,0,8.017469026373357,5.654268873139849,0,6.395109318137282,0.01925408834888737,3.9524208841550443,9.096863141008862,8.069481557287364,0,3.9106042635511242,0,6.124655190197238,6.79138175357069,3.449381573140474,8.68892280303135,8.508940894323661,0,9.00367730676422,8.348570687974435,8.555117929166224,7.219023115205623,8.251929841474064,8.081573305231004,6.808704638811008,8.38013526611392,7.344840978050868,4.2654250832731755,7.493522979462825,4.71527136412144,0,8.594736594171897,5.263534841258438,0,7.667693144610385,7.720731584390197,5.964048469350343,6.89459774466976,0,7.817806972113493,6.663691263306622,7.853470203897114,4.300931952143136,0,0,6.924593431612629,4.055935222950384,3.835381261030535,2.929642408987391,3.609262336898568,3.347486445262859,3.0657712479294528,3.360369919363052,3.3336902611806547,8.571897050339036,8.772916488675468,3.510360212203948,3.190422398234922,3.3126234113888056,3.2823631291049984,3.0727390842257214,3.3626647103477563,5.1170752671574675,4.00934119010663,9.177147167919353,4.11656186628072,6.996432718224258,7.812147838804674,3.574017275977417,2.8599298921116416,4.290159926691609,3.6538011075169177
Cndp2,1.6354978199001002,0.015258504009279302,0,0,5.611032223448345,6.524385503050383,5.529525227581791,0.09205613022471573,0.07173313852671546,5.929133389687538,7.3166667667008944,0,3.2865236132713953,0.7668203749373694,0,2.872281921734797,0,0,5.059998657421305,1.4218762872259842,0.44934355225156414,2.4811056275975507,1.8560528230626876,2.700689111576427,0,0,2.7656155075269235,7.870009509472066,3.9115848951724095,1.6930232191494283,0,0,0.01925408834888737,0,0.11840501890368631,2.6794779506172466,0,1.756736200839354,3.0668400870316948,1.733018777800244,3.0555993368538648,7.417524525335354,7.653763318494659,0,0,2.252803866728745,4.062813652782416,3.8312750067974184,4.315753932149114,3.3828050455645102,3.3637630417214868,3.0727390842257214,3.342700058704735,3.339153576467054,2.6482264427416253,4.056761597899596,3.472495610946684,3.1942481154857627,6.675517435651375,3.3103139821600016,3.076618934682008,3.3802211325444027,5.160309359787199,4.084387732582205,7.817806972113493,4.148590924656796,3.3316238289379814,3.6578391904723997,3.5155332136867092,2.8631132846512943,8.0558582972936,3.6195423017346107
Cnot2,3.108692825786812,2.8904770484733375,8.2499175574916,8.107017679224448,8.396409968897812,6.260372519334131,9.107157235397056,0.08827927306522071,0.05939814054188966,7.568683255620392,3.43667092520406,0,2.0901228557677456,7.698827033362992,1.9506704603892355,8.827955886816266,8.383307136641875,9.463278571312555,8.98693266706681,7.456994880173785,0.3184646956147901,2.573030537095665,7.849189828221396,0,9.00367730676422,5.497928285807152,7.308668611844024,0.3640878599847034,3.6578391904723997,9.54540631781561,0,9.585636330073642,0.09205613022471573,8.496950204601006,9.19558307479516,8.201825832534976,8.017469026373357,8.156569670404773,10.162256649610494,4.964827403182789,8.820268861968064,6.685285982165203,4.328665469959637,4.952004550967298,7.499573654057531,2.170920508557223,9.267189472345605,3.827250672282495,8.921499719679835,3.3755502055472393,9.4543005000294,7.489230419606049,4.7554109313849375,3.32642279009393,8.648435236485385,4.0675141940097586,3.4646102623739283,9.091116752766226,9.765045896350603,3.243852915780415,3.081733826597871,9.915063500906424,5.074446805738851,4.096978476756679,9.651423882394695,6.235956731392312,3.3215907279430934,3.800208452395332,3.5249294451589046,2.813459100491492,4.104499073970462,8.521435660090104
Cobl,8.971628578807898,8.281098302551811,0,0,7.178986002944484,1.9872209934346112,8.803173256947478,0.2783012048057542,0.05540255620228159,3.719273153089973,6.677142214772266,0,2.1592386130943555,7.393113637028708,0.3184646956147901,0,4.812922741393148,0,2.170920508557223,2.7260658912482962,0.33568601585590385,6.859104684536111,1.748675768279919,8.181764524069079,0,9.473246366610217,0,7.8654346232135595,0.015258504009279302,0,7.544726095016045,0,3.5233666792188783,9.34525606666865,8.95712618499916,0,5.291169210346747,0,0,6.785481940768264,0,3.058667552981408,5.012579112020394,0,0,6.122012934894096,4.035769885212344,3.8594967532302,5.760622638436568,3.373200806761584,3.4042360051788365,7.839969006150722,3.547816167401982,3.3103139821600016,2.5723633141260374,4.434664727596124,3.4899456817719723,3.284923536221034,3.377812256896249,5.532987296409678,3.0916021990518017,3.365886306599521,5.068103158127171,4.078571045766371,4.557751914257181,4.032752328773723,3.3495944657874963,3.7921119961772733,3.4927134538706306,2.8245416179155365,7.98885342595308,2.972220393810538
Cobll1,0,4.71527136412144,1.8696613006169454,5.890176422505512,7.217107511158026,8.437199543087907,1.0348398930149032,0.2783012048057542,6.015319592650656,3.44666672424368,1.611532417525235,8.27332220985549,1.2166960976943582,0.01925408834888737,0.3184646956147901,3.341480656149614,0,1.7201987118732631,8.366466855065779,1.8778458829704936,0.6846729049432871,3.40985070108323,2.5126881960908922,3.024060456043531,6.273998705982272,0,7.103030038192634,0.40467403008055963,3.0679314277925487,3.44666672424368,8.148956885466646,0,8.740370244792503,2.983163245797285,0.009627044174443685,1.756736200839354,2.1685798051599905,5.4889549987139965,0,0,0,2.9245802229531686,5.011202650117526,7.322676534074618,5.143968141105762,2.246560712195395,4.03918252773565,3.9106042635511242,4.3941328835566935,3.3957865080589977,3.456706663952558,5.602826176923732,3.54899048084039,3.3126234113888056,2.502261517517254,4.436285077181543,3.4876481648985154,3.2865236132713953,3.4255422096638664,3.0047916316681293,3.0931210857704756,3.342700058704735,5.069319276165257,4.051876799740091,4.5591729909948135,4.035769885212344,3.347486445262859,3.790712015404089,3.494186079342539,2.8264308627710277,8.225497237895372,2.9763254736515345
Cog6,0,3.1604924501892926,0,0,0,0.015258504009279302,3.590395937914028,0.2655582612888127,0.05939814054188966,8.178724248530296,3.1115559783616153,0,1.6378065079091606,5.069319276165257,7.958585230135515,6.710613519235701,4.0824448793266,5.967564108301132,2.5819596864746166,6.687612920699449,6.670089037803181,0,3.895542911384629,0,4.267884307091062,0,0,8.457342357963704,0.009627044174443685,0,0,3.795842094524691,3.913014003423759,0,2.882847513848108,7.234501849212291,2.7245696976031613,0,3.700411382242106,3.373200806761584,4.051876799740091,0,7.667693144610385,7.595923627104372,6.302409975014482,2.2348982613458945,4.0441658721297395,3.8995009077868583,3.088545714331221,3.4196200583094734,3.452119053766182,2.9209232300903345,6.931346971364483,3.3185235432890683,7.88255178557489,4.440245429830612,3.4822388153907684,3.289452660373661,3.4215152150948445,2.9917647863151893,8.53393014041235,8.907918865690533,8.156569670404773,4.056761597899596,4.500961835726215,4.099752188390321,3.346295204891218,3.7745764808087268,3.498638165178636,8.56467354303146,4.07725116045884,2.953911052465197
Col4a3,2.5923917173971383,0.06863392253624033,1.4466020065184138,8.499524535813315,9.177147167919353,4.995760542041685,2.4092733548504675,3.5859486680851367,3.828099789922028,3.4698143938587607,8.892533605568213,4.043266727993735,8.92741571463486,8.712008663081582,1.7854063951663464,9.151425280477392,6.217663720393154,0,1.987984235078671,4.504618504922741,0.4688090302569155,0,0,0,2.907242647517574,9.227983688890314,6.101765557542804,0.39357779868845455,1.565371507674812,6.079899726345798,0,2.7549290662738306,0.12771994008018472,10.39460802216906,1.0148665114562199,9.55791058117164,8.997768263479065,1.389059198310494,10.54911329878229,7.404570115435291,9.122440157281655,0,5.042755839878554,0,6.821514023043255,8.673765930397495,5.4585570289771574,9.50235904864743,3.1115559783616153,3.4265823322640947,3.44666672424368,5.297742035257748,3.52848572936539,10.13838682514388,2.524060780255844,10.13838682514388,3.47762854654003,3.2933452662604115,3.4163597384489544,8.892533605568213,8.731654894527408,3.3142104612324874,9.171227377730201,4.062813652782416,4.299898047783237,4.071005200750668,3.3452249667816565,3.7853249652330803,3.555080712726359,2.834757607424066,4.0824448793266,2.925682104662918
Col4a3bp,0,2.5862232918939445,0,3.44666672424368,3.9732024840251268,5.7451099728455945,0.009627044174443685,0.24548694377294014,0.06863392253624033,3.588008361242795,2.3432660033988477,5.669966423850838,0,1.1698557956345148,5.487231997171246,4.500961835726215,4.901600348715553,4.465528875708672,0.4127270647368505,0,3.703872675658281,7.916642767511054,1.7080964764355064,0,0,5.706100414704891,0,0.3908457112683705,6.848127035451006,0,2.8771970988160045,0.24548694377294014,2.9796016546019715,2.7381208207318086,0,5.253417534813306,3.1893481355133906,2.0016682924627593,0,0,3.674977864311143,0,7.887069039496173,6.122012934894096,0,2.222038965623923,3.719273153089973,3.895542911384629,3.108692825786812,3.428703925411656,3.4456337042558136,2.925682104662918,4.19515903310937,3.347486445262859,2.500898600568122,4.418715486182743,3.522104573244787,3.2945891895212975,7.4725744706817,2.9881644447360163,3.037702477991142,3.3126234113888056,6.451046221056354,4.063664419360967,4.300931952143136,4.072267992553401,3.344318101275408,5.590159388315117,3.5557351151655494,2.836554444310238,4.083426452240845,2.9267713181259087
