comparison,rowname,lb,mle,ub,ce,Z,cZ
1 vs. 2,E130309D02Rik,-1.3000843024869082,0.20969101653014646,1.1323314892627898,0.0,0.08894141553412795,0.0
1 vs. 2,Dnahc11,-1.1323314892627931,0.20969101653014646,1.0903932859567578,0.0,0.0856249055132243,0.0
1 vs. 2,Fam149a,-1.3000843024869082,0.2935674231422033,1.3839607090989656,0.0,0.08486303145974662,0.0
1 vs. 2,Zfp459,-1.3839607090989656,0.2935674231422033,1.509775319017052,0.0,0.08185625609645285,0.0
1 vs. 2,Adam12,-1.2581460991808795,0.1677528132241167,1.0484550826507288,0.0,0.08045281900364878,0.0
1 vs. 2,Arhgap42,-1.2581460991808795,0.20969101653014646,1.509775319017052,0.0,0.07958342556705619,0.0
1 vs. 2,Prss35,-1.6355899289351417,0.2935674231422033,1.6355899289351383,0.0,0.07784223145329283,0.0
1 vs. 2,Rars2,-1.2581460991808795,0.25162921983617326,0.9226404727326426,0.0,0.0774005716019063,0.0
1 vs. 2,Pfkp,-1.3839607090989656,0.0,1.719466335547199,0.0,0.07735201277240472,0.0
1 vs. 2,Dync2li1,-1.5097753190170553,0.20969101653014646,1.0484550826507288,0.0,-0.07079450480395547,-0.0
1 vs. 2,Enkd1,-1.593651725629113,0.20969101653014646,1.4258989124049912,0.0,-0.07043647510184746,-0.0
1 vs. 2,Zc4h2,-1.6775281322411701,-0.1258146099180896,1.3839607090989656,0.0,-0.06508513581906966,-0.0
1 vs. 2,Evc,-1.3839607090989656,0.20969101653014646,1.2581460991808762,0.0,0.055410411844182134,0.0
1 vs. 2,Slc25a27,-1.6775281322411701,0.2935674231422033,1.3000843024869049,0.0,0.05221839790351034,0.0
1 vs. 2,Kdelr3,-1.342022505792937,0.2935674231422033,1.4258989124049912,0.0,0.04947101317831062,0.0
1 vs. 2,Acot13,-1.1742696925688185,-0.1258146099180896,1.0065168793447035,0.0,-0.04887958797715414,-0.0
1 vs. 2,Acer3,-1.1742696925688185,0.0,1.3420225057929336,0.0,0.04842568832213661,0.0
1 vs. 2,Gucy1b3,-1.5097753190170553,0.20969101653014646,0.8807022694266139,0.0,-0.047877763672408195,-0.0
1 vs. 2,Pdzk1,-1.3839607090989656,0.2935674231422033,1.0903932859567578,0.0,0.04717346226551615,0.0
1 vs. 2,Fkbpl,-1.4678371157110233,0.2935674231422033,1.3420225057929336,0.0,0.04510730573168247,0.0
1 vs. 2,Kank1,-1.6355899289351417,0.20969101653014646,1.1742696925688185,0.0,-0.04423683412933975,-0.0
1 vs. 2,Rfx5,-1.3000843024869082,0.2935674231422033,1.0484550826507288,0.0,0.042688280743025026,0.0
1 vs. 2,Unkl,-1.5097753190170553,0.25162921983617326,1.2581460991808762,0.0,-0.03956960277207493,-0.0
1 vs. 2,Ing2,-1.4258989124049946,0.2935674231422033,1.593651725629113,0.0,0.0365966882483476,0.0
1 vs. 2,Stat4,-1.2581460991808795,0.08387640661205685,1.4678371157110233,0.0,0.03486929654271227,0.0
1 vs. 2,Fam101b,-1.1742696925688185,-0.08387640661205985,1.2162078958748472,0.0,-0.03255512979808104,-0.0
1 vs. 2,Abca2,-1.3000843024869082,0.25162921983617326,0.9645786760386714,0.0,-0.02978303019622331,-0.0
1 vs. 2,Fahd2a,-1.2581460991808795,0.20969101653014646,1.1742696925688185,0.0,0.028042370125722565,0.0
1 vs. 2,Slc5a3,-2.432415791749698,0.2935674231422033,1.1323314892627898,0.0,-0.02769728145868661,-0.0
1 vs. 2,Slc7a11,-1.551713522323084,0.2935674231422033,1.4678371157110233,0.0,-0.02543937943586456,-0.0
1 vs. 2,Lmbrd1,-1.1323314892627931,0.0,1.4678371157110233,0.0,0.017575349007305237,0.0
1 vs. 2,Dnajc12,-1.4258989124049946,0.20969101653014646,0.9226404727326426,0.0,-0.01752988707021314,-0.0
1 vs. 2,Gas2,-1.551713522323084,0.20969101653014646,1.1323314892627898,0.0,-0.014002944726721296,-0.0
1 vs. 2,Mbd1,-1.4258989124049946,0.20969101653014646,1.3839607090989656,0.0,0.013942993679749176,0.0
1 vs. 2,Bcl7b,-1.3839607090989656,0.25162921983617326,1.0065168793447035,0.0,-0.01038981431481899,-0.0
1 vs. 2,Mrpl48,-1.342022505792937,0.25162921983617326,1.0903932859567578,0.0,0.0,0.0
1 vs. 2,Pgs1,-1.342022505792937,0.20969101653014646,1.0903932859567578,0.0,0.0,0.0
1 vs. 2,Iscu,-1.3839607090989656,0.25162921983617326,1.0484550826507288,0.0,0.0,0.0
1 vs. 2,Tmem161a,-1.3839607090989656,0.20969101653014646,1.6355899289351383,0.0,0.0,0.0
1 vs. 2,Efna4,-1.4258989124049946,0.2935674231422033,1.0065168793447035,0.0,0.0,0.0
1 vs. 2,Dleu2,-1.342022505792937,0.25162921983617326,0.9645786760386714,0.0,0.0,0.0
1 vs. 2,Ints5,-1.342022505792937,0.2935674231422033,1.1323314892627898,0.0,0.0,0.0
1 vs. 2,Gm2897,-1.5097753190170553,0.20969101653014646,0.8807022694266139,0.0,0.0,0.0
1 vs. 2,1810014B01Rik,-1.4678371157110233,0.25162921983617326,1.1323314892627898,0.0,0.0,0.0
1 vs. 2,Mon1a,-1.3839607090989656,0.25162921983617326,1.0484550826507288,0.0,0.0,0.0
1 vs. 2,Eid2b,-1.3000843024869082,0.20969101653014646,1.0903932859567578,0.0,0.0,0.0
1 vs. 2,Lrp3,-1.6355899289351417,-0.7548876595085277,1.7614045388532278,0.0,0.0,0.0
1 vs. 3,Rnase4,-5.546675422404408,-4.815718196196076,-2.8378339370441195,-2.8378339370441195,-6.327975872275451,-5.287205652148403
1 vs. 3,Ppp3ca,1.461914452416668,2.708841485360292,3.7837785827254926,1.461914452416668,4.374474854234446,2.963347426089804
1 vs. 3,Capn2,1.2899245168382352,2.7518389692549032,3.7407810988308716,1.2899245168382352,4.274748039032284,2.9488850102486692
1 vs. 3,Krt19,1.3329220007328435,2.708841485360292,4.041763486093122,1.3329220007328435,3.779836382523084,2.333604683721441
1 vs. 3,Actn1,0.6449622584191192,2.0638792269411756,3.22481129209559,0.6449622584191192,2.9679673841661764,1.036913571429
1 vs. 3,Rbm47,0.601964774524511,1.8488918074681346,3.0098238726225492,0.601964774524511,2.886591211742233,0.9851850000575691
1 vs. 3,Sri,0.34397987115686207,1.3759194846274516,2.5368515497818658,0.34397987115686207,2.6433588277187545,0.6554359598473888
1 vs. 3,Fosb,0.601964774524511,1.9348867752573544,3.052821356517157,0.601964774524511,2.6101605240382737,0.6554359598473888
1 vs. 3,Fosl2,0.34397987115686207,1.461914452416668,2.5798490336764703,0.34397987115686207,2.59908187035857,0.6554359598473888
1 vs. 3,Arhgdia,0.34397987115686207,1.4189169685220564,2.7948364531495113,0.34397987115686207,2.5674910929779875,0.6554359598473888
1 vs. 3,Tjp1,0.2579849033676467,1.5049119363112762,2.9238289048333326,0.2579849033676467,2.4011026022024904,0.32789803998172595
1 vs. 3,Ccdc50,0.2149874194730392,1.5909069041004893,3.0098238726225492,0.2149874194730392,2.3082958812687178,0.20523144170460383
1 vs. 3,Fam101b,0.12899245168382184,1.1179345812598027,1.9348867752573544,0.12899245168382184,2.2943191403165657,0.20523144170460383
1 vs. 3,AA986860,0.12899245168382184,1.9778842591519594,3.267808775990198,0.12899245168382184,2.2195473302032886,0.0694575867316295
1 vs. 3,P4hb,-2.5798490336764703,-1.6339043879951005,-0.12899245168382484,-0.12899245168382484,-2.1457382852840317,-0.0
1 vs. 3,F2r,0.08599496778921469,1.547909420205881,3.267808775990198,0.08599496778921469,2.0969524307650453,0.0
1 vs. 3,Rnf13,-0.08599496778921469,1.0749370973651977,1.6769018718897055,0.0,1.907323653192349,0.0
1 vs. 3,Dlg1,-0.08599496778921469,1.246927032943627,2.1068767108357873,0.0,1.8490207795790896,0.0
1 vs. 3,Fmr1,-0.17198993557843203,1.203929549049019,1.8918892913627463,0.0,1.6836999196774622,0.0
1 vs. 3,Fam53c,-0.2149874194730392,1.0749370973651977,2.278866646414213,0.0,1.6662218555249784,0.0
1 vs. 3,Rnf167,-0.38697735505147024,2.1498741947303923,3.5257936793578306,0.0,1.6650247821540436,0.0
1 vs. 3,Usp15,-0.2579849033676467,1.2899245168382352,1.9778842591519594,0.0,1.6200544470863993,0.0
1 vs. 3,Rpl10a,-0.3009823872622539,1.2899245168382352,2.1068767108357873,0.0,1.5241418289959088,0.0
1 vs. 3,Bnip3,-0.3439798711568654,0.7739547101029405,1.7198993557843136,0.0,1.5105354729918776,0.0
1 vs. 3,Slc39a1,-0.3009823872622539,0.8169521939975486,2.1068767108357873,0.0,1.5097028319422443,0.0
1 vs. 3,Pcbp1,-0.3439798711568654,1.461914452416668,2.0208817430465675,0.0,1.4960343264911,0.0
1 vs. 3,Ctdsp2,-0.4299748389460784,1.3329220007328435,2.1928716786250004,0.0,1.3627633915858308,0.0
1 vs. 3,Acer3,-0.3439798711568654,0.8599496778921568,1.7198993557843136,0.0,1.3580938145070724,0.0
1 vs. 3,Ajuba,-1.848891807468138,-1.3329220007328435,0.8169521939975486,0.0,-1.3351326170232045,-0.0
1 vs. 3,Ube2n,-0.4729723228406866,1.5049119363112762,1.9778842591519594,0.0,1.3322802578094985,0.0
1 vs. 3,Bag3,-0.558967290629903,0.902947161786765,1.7198993557843136,0.0,1.2961355993469528,0.0
1 vs. 3,Zfp62,-0.38697735505147024,0.7309572262083324,1.547909420205881,0.0,1.2901200139219873,0.0
1 vs. 3,Cox4i1,-0.38697735505147024,0.7309572262083324,1.80589432357353,0.0,1.280624115398817,0.0
1 vs. 3,Fam60a,-0.4729723228406866,1.203929549049019,1.80589432357353,0.0,1.2646677105405497,0.0
1 vs. 3,Pqlc1,-2.622846517571079,-0.7739547101029438,1.6769018718897055,0.0,-1.261776853062092,-0.0
1 vs. 3,Cldn7,-0.4729723228406866,0.902947161786765,1.6339043879950972,0.0,1.2558131334814988,0.0
1 vs. 3,Ptpn6,-1.4189169685220597,-0.902947161786765,0.4299748389460784,0.0,-1.2556436208907973,-0.0
1 vs. 3,Ankrd10,-1.203929549049022,-0.4299748389460784,0.34397987115686207,0.0,-1.2530184236077158,-0.0
1 vs. 3,Jun,-0.4299748389460784,0.7309572262083324,1.9778842591519594,0.0,1.249941271207703,0.0
1 vs. 3,Tax1bp1,-0.38697735505147024,0.6449622584191192,2.0638792269411756,0.0,1.238394697102648,0.0
1 vs. 3,Trim13,-0.7309572262083324,1.1179345812598027,2.2358691625196085,0.0,1.225644527036224,0.0
1 vs. 3,Hbp1,-0.6449622584191192,1.0319396134705896,2.5368515497818658,0.0,1.2216936966760954,0.0
1 vs. 3,Igf1,-1.461914452416668,-1.0319396134705896,0.5589672906298997,0.0,-1.204804963854287,-0.0
1 vs. 3,Hectd1,-0.601964774524511,1.203929549049019,1.80589432357353,0.0,1.2008422667435201,0.0
1 vs. 3,Zdhhc1,-1.1179345812598027,-0.558967290629903,0.4299748389460784,0.0,-1.1963007807569173,-0.0
1 vs. 3,Srpk2,-0.558967290629903,1.7198993557843136,2.450856581992646,0.0,1.1946355422963142,0.0
1 vs. 3,Orc4,-0.38697735505147024,0.34397987115686207,1.80589432357353,0.0,1.148391232850743,0.0
1 vs. 3,Gna14,-1.246927032943627,-0.6879597423137241,0.5159698067352948,0.0,-1.1011886628191072,-0.0
1 vs. 3,Nxf1,-0.7309572262083324,0.9459446456813732,1.8918892913627463,0.0,1.0868360401485788,0.0
1 vs. 3,Rc3h2,-0.558967290629903,0.8599496778921568,1.8488918074681346,0.0,1.0774973908196555,0.0
1 vs. 3,Srsf1,-2.7948364531495113,-0.7739547101029438,0.6879597423137241,0.0,-1.050754682061299,-0.0
1 vs. 3,Eif4b,-0.6879597423137241,0.7739547101029405,1.9778842591519594,0.0,1.0107728335346837,0.0
1 vs. 3,Csrnp1,-0.4299748389460784,0.3009823872622539,1.4189169685220564,0.0,0.9714098737668099,0.0
1 vs. 3,Hdlbp,-0.6449622584191192,0.5589672906298997,1.7198993557843136,0.0,0.9543772936150658,0.0
1 vs. 3,Fuca2,-0.7309572262083324,0.5589672906298997,1.6339043879950972,0.0,0.9288284320616653,0.0
1 vs. 3,Csnk1g1,-0.4729723228406866,0.3009823872622539,1.5049119363112762,0.0,0.9002002743551204,0.0
1 vs. 3,Dot1l,-0.4729723228406866,0.3009823872622539,1.3329220007328435,0.0,0.8943617631015187,0.0
1 vs. 3,Ubr4,-0.6449622584191192,0.3009823872622539,1.8488918074681346,0.0,0.8692408621962605,0.0
1 vs. 3,Smarce1,-2.3218641303088248,-1.0319396134705896,1.203929549049019,0.0,-0.8341889155969927,-0.0
1 vs. 3,1110057K04Rik,-0.7309572262083324,0.3009823872622539,1.461914452416668,0.0,0.8340109791416037,0.0
1 vs. 3,Creb3l1,-1.6339043879951005,-0.38697735505147024,0.4729723228406866,0.0,-0.8229104335966794,-0.0
1 vs. 3,S100a1,-0.601964774524511,0.4299748389460784,1.547909420205881,0.0,0.8195553262295932,0.0
1 vs. 3,Zmiz1,-0.6879597423137241,0.2149874194730392,2.7948364531495113,0.0,0.7754357768064617,0.0
1 vs. 3,Kbtbd11,-0.7309572262083324,0.3009823872622539,1.547909420205881,0.0,0.7749840497429126,0.0
1 vs. 3,Ehmt1,-1.0749370973651977,0.6449622584191192,1.8488918074681346,0.0,0.770375163581727,0.0
1 vs. 3,Mut,-0.8169521939975486,0.7309572262083324,1.5909069041004893,0.0,0.7545174147219689,0.0
1 vs. 3,Plxna2,-0.9889421295759814,0.5159698067352948,1.4189169685220564,0.0,0.7338356261796989,0.0
1 vs. 3,Tmem164,-2.364861614203433,-1.1179345812598027,0.8599496778921568,0.0,-0.7255774231918717,-0.0
1 vs. 3,Psma1,-0.7309572262083324,0.601964774524511,1.5909069041004893,0.0,0.7217246264704041,0.0
1 vs. 3,Mbnl2,-1.6769018718897055,-0.38697735505147024,0.8169521939975486,0.0,-0.70682191026764285,-0.0
1 vs. 3,Scn2b,-0.902947161786765,0.6879597423137241,1.6339043879950972,0.0,0.7064824768726935,0.0
1 vs. 3,Plb1,-0.6879597423137241,0.34397987115686207,1.547909420205881,0.0,0.6907488427382757,0.0
1 vs. 3,Surf4,-1.5909069041004893,-0.4299748389460784,0.6449622584191192,0.0,-0.6903375504876648,-0.0
1 vs. 3,Amer1,-1.5049119363112762,-0.2149874194730392,0.7309572262083324,0.0,-0.6522672447969298,-0.0
1 vs. 3,Sdc1,-2.063879226941179,-0.6879597423137241,1.1609320651544106,0.0,-0.6511112143217733,-0.0
1 vs. 3,Esco1,-1.547909420205881,-1.1609320651544106,1.762896839678922,0.0,0.635651856950692,0.0
1 vs. 3,Taf6l,-0.8169521939975486,0.3009823872622539,1.5049119363112762,0.0,0.631919856358503,0.0
1 vs. 3,Tc2n,-0.558967290629903,0.3009823872622539,1.1179345812598027,0.0,0.6300101281034446,0.0
1 vs. 3,Dennd2d,-1.3329220007328435,-0.2579849033676467,0.5589672906298997,0.0,-0.6126798774665453,-0.0
1 vs. 3,Gsr,-2.407859098098041,-0.6879597423137241,1.3329220007328435,0.0,-0.6071028564919284,-0.0
1 vs. 3,Ing2,-0.8169521939975486,0.3009823872622539,1.461914452416668,0.0,0.6056661556981296,0.0
1 vs. 3,6820431F20Rik,-0.601964774524511,0.042997483894607176,1.3329220007328435,0.0,0.5820012805584451,0.0
1 vs. 3,Fbxo3,-1.5049119363112762,-0.2149874194730392,0.5589672906298997,0.0,-0.5817163139874978,-0.0
1 vs. 3,Rpl10,-0.902947161786765,0.7739547101029405,1.6339043879950972,0.0,0.576477970191983,0.0
1 vs. 3,Cytip,-1.3759194846274516,-0.2579849033676467,0.5589672906298997,0.0,-0.573850221972389,-0.0
1 vs. 3,Tmem41a,-0.6879597423137241,-0.042997483894607176,2.5368515497818658,0.0,0.5687234860495216,0.0
1 vs. 3,Zfp960,-1.6769018718897055,-0.38697735505147024,1.203929549049019,0.0,-0.5669524727063171,-0.0
1 vs. 3,Galnt18,-0.558967290629903,0.3009823872622539,1.246927032943627,0.0,0.566127753593304,0.0
1 vs. 3,Ints5,-0.6879597423137241,0.3009823872622539,1.0319396134705896,0.0,0.5651234085588682,0.0
1 vs. 3,Mlf2,-0.8169521939975486,0.38697735505147024,1.3329220007328435,0.0,0.5629140376717987,0.0
1 vs. 3,Rpl7l1,-0.601964774524511,0.3009823872622539,0.988942129575978,0.0,0.5532258597086686,0.0
1 vs. 3,Mboat1,-0.8169521939975486,0.3009823872622539,1.1179345812598027,0.0,0.5517376154833356,0.0
1 vs. 3,Mef2a,-0.6449622584191192,0.3009823872622539,1.0749370973651977,0.0,0.5419115400758905,0.0
1 vs. 3,Zc4h2,-0.902947161786765,0.3009823872622539,1.6769018718897055,0.0,0.5332189221948942,0.0
1 vs. 3,Kif20b,-0.7309572262083324,0.3009823872622539,1.3759194846274516,0.0,0.5234823700458084,0.0
1 vs. 3,Dicer1,-1.203929549049022,0.5589672906298997,1.5909069041004893,0.0,0.5226035491592532,0.0
1 vs. 3,Pdxdc1,-0.8169521939975486,0.12899245168382184,1.3759194846274516,0.0,0.5187421808173484,0.0
1 vs. 3,Ddb1,-0.9889421295759814,0.7309572262083324,1.547909420205881,0.0,0.5094092392124305,0.0
1 vs. 3,Plbd1,-1.5049119363112762,-0.2579849033676467,0.601964774524511,0.0,-0.508616509368293,-0.0
1 vs. 3,Peg3,-1.3759194846274516,-0.2149874194730392,0.6449622584191192,0.0,-0.4970115415936625,-0.0
1 vs. 3,Zyx,-1.6769018718897055,-0.38697735505147024,0.902947161786765,0.0,-0.4804846098189403,-0.0
1 vs. 3,Rtl1,-1.246927032943627,-0.2149874194730392,0.601964774524511,0.0,-0.4786230152900274,-0.0
1 vs. 3,Syngr2,-1.547909420205881,-0.08599496778921469,0.5589672906298997,0.0,-0.4770965151571198,-0.0
1 vs. 3,Iscu,-1.2899245168382352,-0.2579849033676467,0.6449622584191192,0.0,-0.46454392453200843,-0.0
1 vs. 3,Ppp1r37,-1.3759194846274516,-0.2579849033676467,0.6449622584191192,0.0,-0.45703767735273454,-0.0
1 vs. 3,Sema3c,-0.6449622584191192,0.3009823872622539,1.1609320651544106,0.0,0.45323567543811644,0.0
1 vs. 3,Cuedc2,-0.8169521939975486,0.08599496778921469,0.902947161786765,0.0,0.4501426285633311,0.0
1 vs. 3,Mtf2,-0.902947161786765,0.3009823872622539,1.246927032943627,0.0,0.43900794638067203,0.0
1 vs. 3,Tchh,-0.6879597423137241,0.3009823872622539,0.988942129575978,0.0,0.4343353852225317,0.0
1 vs. 3,Gm1995,-1.3329220007328435,-0.2579849033676467,0.6449622584191192,0.0,-0.42159370961914877,-0.0
1 vs. 3,Pdgfc,-1.3759194846274516,-0.2149874194730392,0.6449622584191192,0.0,-0.4202387914935721,-0.0
1 vs. 3,Clic6,-0.6879597423137241,0.3009823872622539,0.988942129575978,0.0,0.4182676976234249,0.0
1 vs. 3,Aox1,-1.2899245168382352,-0.042997483894607176,0.5589672906298997,0.0,-0.41630580541860074,-0.0
1 vs. 3,Akr7a5,-1.246927032943627,-0.2149874194730392,0.6449622584191192,0.0,-0.41111464325774644,-0.0
1 vs. 3,Ngrn,-1.3329220007328435,-0.2149874194730392,0.6449622584191192,0.0,-0.3907701477547842,-0.0
1 vs. 3,Tagln3,-1.4189169685220597,-0.042997483894607176,0.6449622584191192,0.0,-0.380379867048603,-0.0
1 vs. 3,Rlf,-0.9889421295759814,0.3009823872622539,1.2899245168382352,0.0,0.3788730181001229,0.0
1 vs. 3,Fam76a,-0.9459446456813732,0.38697735505147024,0.988942129575978,0.0,0.378573599647344,0.0
1 vs. 3,Klhl26,-1.246927032943627,-0.2149874194730392,0.6449622584191192,0.0,-0.37755213693786355,-0.0
1 vs. 3,Dnajc12,-1.3329220007328435,-0.2149874194730392,0.6449622584191192,0.0,-0.37682478494999727,-0.0
1 vs. 3,Acot12,-1.3329220007328435,-0.042997483894607176,0.6449622584191192,0.0,-0.374292495439082,-0.0
1 vs. 3,Nop9,-1.1609320651544106,-0.2149874194730392,0.601964774524511,0.0,-0.37164978744318394,-0.0
1 vs. 3,Stat4,-1.0749370973651977,-0.2579849033676467,0.7309572262083324,0.0,-0.3683273485348353,-0.0
1 vs. 3,Htt,-0.6449622584191192,0.3009823872622539,0.902947161786765,0.0,0.3595159496514392,0.0
1 vs. 3,Psmg1,-1.246927032943627,-0.2149874194730392,0.6449622584191192,0.0,-0.35940101218833376,-0.0
1 vs. 3,BC051070,-1.2899245168382352,-0.042997483894607176,0.6449622584191192,0.0,-0.35936912287930206,-0.0
1 vs. 3,Rars2,-1.1609320651544106,-0.2149874194730392,0.601964774524511,0.0,-0.35743659996469196,-0.0
1 vs. 3,Cdh20,-1.2899245168382352,-0.042997483894607176,0.601964774524511,0.0,-0.34583612117742,-0.0
1 vs. 3,Lipe,-1.3329220007328435,-0.042997483894607176,0.6449622584191192,0.0,-0.34516613443753535,-0.0
1 vs. 3,Stard3nl,-1.3759194846274516,0.0,0.6879597423137241,0.0,-0.3415495058826479,-0.0
1 vs. 3,Crbn,-0.902947161786765,0.3009823872622539,1.1179345812598027,0.0,0.33993448024182843,0.0
1 vs. 3,Os9,-1.203929549049022,-0.2149874194730392,0.7309572262083324,0.0,-0.3369009091815398,-0.0
1 vs. 3,Lrp3,-1.5049119363112762,-1.1609320651544106,1.0319396134705896,0.0,-0.332967857592147,-0.0
1 vs. 3,Cct3,-1.3759194846274516,-0.17198993557843203,0.6879597423137241,0.0,-0.3229387186113259,-0.0
1 vs. 3,2510002D24Rik,-1.1609320651544106,-0.4299748389460784,1.3759194846274516,0.0,-0.322282784052659,-0.0
1 vs. 3,Kank1,-1.2899245168382352,-0.042997483894607176,0.6879597423137241,0.0,-0.3197323468298291,-0.0
1 vs. 3,Nucb2,-1.203929549049022,-0.2149874194730392,0.8599496778921568,0.0,-0.3159655905618914,-0.0
1 vs. 3,Entpd7,-0.8599496778921568,0.3009823872622539,0.902947161786765,0.0,0.3156920619642386,0.0
1 vs. 3,Necab2,-1.3329220007328435,-0.042997483894607176,0.6879597423137241,0.0,-0.3142397535521113,-0.0
1 vs. 3,A330023F24Rik,-0.8169521939975486,0.08599496778921469,0.8599496778921568,0.0,0.3098733647007679,0.0
1 vs. 3,8030423F21Rik,-1.2899245168382352,-0.042997483894607176,0.6449622584191192,0.0,-0.30946628282637845,-0.0
1 vs. 3,Fam149a,-1.246927032943627,-0.2149874194730392,0.7309572262083324,0.0,-0.3067441946802138,-0.0
1 vs. 3,Fam175a,-1.2899245168382352,-0.042997483894607176,0.7309572262083324,0.0,-0.3067326929110965,-0.0
1 vs. 3,Tcta,-1.4189169685220597,-0.6879597423137241,1.0319396134705896,0.0,-0.3025240899272239,-0.0
1 vs. 3,Usp31,-1.246927032943627,-0.042997483894607176,0.6449622584191192,0.0,-0.3013715030145435,-0.0
1 vs. 3,Slc25a27,-1.0749370973651977,0.3009823872622539,1.0749370973651977,0.0,0.29771062828501604,0.0
1 vs. 3,Map2k5,-1.203929549049022,-0.2149874194730392,0.6449622584191192,0.0,-0.2969880337005991,-0.0
1 vs. 3,Ccdc150,-1.3759194846274516,-0.042997483894607176,0.6449622584191192,0.0,-0.2950871393970007,-0.0
1 vs. 3,Gm5088,-1.203929549049022,-0.2149874194730392,0.7309572262083324,0.0,-0.2949879034400893,-0.0
1 vs. 3,Gprasp1,-0.6879597423137241,0.3009823872622539,0.902947161786765,0.0,0.29095124301668995,0.0
1 vs. 3,Proser2,-1.1609320651544106,-0.2149874194730392,0.6879597423137241,0.0,-0.2896711082293008,-0.0
1 vs. 3,Ddx60,-1.3329220007328435,-0.042997483894607176,0.6879597423137241,0.0,-0.28918287831187206,-0.0
1 vs. 3,Plekha6,-1.3329220007328435,-0.042997483894607176,0.6879597423137241,0.0,-0.28918287831187206,-0.0
1 vs. 3,Dysf,-1.3329220007328435,-0.042997483894607176,0.6879597423137241,0.0,-0.28918287831187206,-0.0
1 vs. 3,Fgf7,-1.3329220007328435,-0.042997483894607176,0.6879597423137241,0.0,-0.28918287831187206,-0.0
1 vs. 3,Rhoj,-1.3329220007328435,-0.042997483894607176,0.6879597423137241,0.0,-0.28918287831187206,-0.0
1 vs. 3,Ect2l,-1.3329220007328435,-0.042997483894607176,0.6879597423137241,0.0,-0.28918287831187206,-0.0
1 vs. 3,Hlf,-1.3329220007328435,-0.042997483894607176,0.6879597423137241,0.0,-0.28918287831187206,-0.0
1 vs. 3,Gmfb,-0.9889421295759814,0.2579849033676467,1.1179345812598027,0.0,0.2889283338079417,0.0
1 vs. 3,Abhd12,-1.246927032943627,-0.2149874194730392,0.6449622584191192,0.0,-0.28796454290229206,-0.0
1 vs. 3,Strn4,-1.1179345812598027,0.3009823872622539,1.1609320651544106,0.0,0.28586169917774173,0.0
1 vs. 3,Tmem41b,-1.2899245168382352,-0.042997483894607176,1.203929549049019,0.0,-0.2816999915030697,-0.0
1 vs. 3,Tmem106c,-0.7309572262083324,0.3009823872622539,0.902947161786765,0.0,0.2812541733009708,0.0
1 vs. 3,Eml2,-1.2899245168382352,-0.042997483894607176,0.6879597423137241,0.0,-0.27654365140942927,-0.0
1 vs. 3,Chordc1,-0.9459446456813732,0.3009823872622539,0.902947161786765,0.0,0.27428033288764603,0.0
1 vs. 3,Cabin1,-0.8169521939975486,0.2579849033676467,1.0319396134705896,0.0,0.2737960414428646,0.0
1 vs. 3,Rtbdn,-1.203929549049022,-0.042997483894607176,0.6879597423137241,0.0,-0.2726723565257076,-0.0
1 vs. 3,AF357359,-0.7309572262083324,0.3009823872622539,0.8599496778921568,0.0,0.269395522659055,0.0
1 vs. 3,Nek3,-1.1179345812598027,-0.042997483894607176,0.6879597423137241,0.0,-0.2679251977673833,-0.0
1 vs. 3,Lrrc56,-1.3759194846274516,-0.042997483894607176,0.6879597423137241,0.0,-0.2613133218061805,-0.0
1 vs. 3,Igsf10,-1.3759194846274516,-0.042997483894607176,0.6879597423137241,0.0,-0.2613133218061805,-0.0
1 vs. 3,D330045A20Rik,-1.3759194846274516,-0.042997483894607176,0.6879597423137241,0.0,-0.2613133218061805,-0.0
1 vs. 3,Unc5cl,-1.3759194846274516,-0.042997483894607176,0.6879597423137241,0.0,-0.2613133218061805,-0.0
1 vs. 3,Gad1,-1.3759194846274516,-0.042997483894607176,0.6879597423137241,0.0,-0.2613133218061805,-0.0
1 vs. 3,Ndufaf6,-1.3759194846274516,-0.042997483894607176,0.6879597423137241,0.0,-0.2613133218061805,-0.0
1 vs. 3,Golga7b,-1.3759194846274516,-0.042997483894607176,0.6879597423137241,0.0,-0.2613133218061805,-0.0
1 vs. 3,Tstd3,-1.1179345812598027,-0.042997483894607176,0.6879597423137241,0.0,-0.25426536365743213,-0.0
1 vs. 3,Bcdin3d,-1.1179345812598027,-0.042997483894607176,0.6879597423137241,0.0,-0.25426536365743213,-0.0
1 vs. 3,Gucy1b3,-1.1179345812598027,-0.042997483894607176,0.6879597423137241,0.0,-0.25426536365743213,-0.0
1 vs. 3,E130309D02Rik,-1.1179345812598027,-0.042997483894607176,0.6879597423137241,0.0,-0.25426536365743213,-0.0
1 vs. 3,Atp1a1,-1.1609320651544106,-0.2149874194730392,0.6879597423137241,0.0,-0.25321992819684197,-0.0
1 vs. 3,Znf41-ps,-1.2899245168382352,-0.042997483894607176,0.6879597423137241,0.0,-0.25259652976660535,-0.0
1 vs. 3,Foxred1,-1.3329220007328435,-0.042997483894607176,0.8599496778921568,0.0,-0.25170891584225286,-0.0
1 vs. 3,Eif3i,-1.246927032943627,-0.38697735505147024,1.246927032943627,0.0,-0.24850619856665573,-0.0
1 vs. 3,Tmx3,-0.9889421295759814,0.3009823872622539,1.1609320651544106,0.0,0.24708439488007403,0.0
