comparison,rowname,lb,mle,ub,ce,Z,cZ
1 vs. 2,Clec2d,-0.9645786760386748,0.2935674231422033,1.7614045388532278,0.0,0.5656544403320302,0.0
1 vs. 2,Sarm1,-1.0065168793447035,0.2935674231422033,1.8872191487713141,0.0,0.5645536996492871,0.0
1 vs. 2,Il7,-1.0065168793447035,0.2935674231422033,1.8872191487713141,0.0,0.5645536996492871,0.0
1 vs. 2,Fabp6,-1.0065168793447035,0.2935674231422033,1.8872191487713141,0.0,0.5645536996492871,0.0
1 vs. 2,Fgf11,-1.0065168793447035,0.2935674231422033,1.8872191487713141,0.0,0.5645536996492871,0.0
1 vs. 2,Golga7b,-1.9291573520773462,-0.5451966429783839,1.2162078958748472,0.0,-0.5601708984113682,-0.0
1 vs. 2,Setd1b,-1.4258989124049946,-0.6290730495904381,0.7968258628145565,0.0,-0.5552708066716301,-0.0
1 vs. 2,Adra2a,-1.0484550826507322,0.2935674231422033,1.8872191487713141,0.0,0.5550399726949549,0.0
1 vs. 2,Glrp1,-1.0484550826507322,0.2935674231422033,1.8872191487713141,0.0,0.5549543136349054,0.0
1 vs. 2,Tchh,-0.8807022694266139,0.2935674231422033,1.4258989124049912,0.0,0.5508036357971249,0.0
1 vs. 2,Rrp1b,-1.8033427421592565,-0.5032584396723517,0.7129494562024956,0.0,-0.549197959632255,-0.0
1 vs. 2,Trpv5,-0.9645786760386748,0.2935674231422033,1.6775281322411668,0.0,0.5442935257988634,0.0
1 vs. 2,Lmbr1l,-1.0484550826507322,0.2935674231422033,1.719466335547199,0.0,0.5435040740191813,0.0
1 vs. 2,Esrrg,-1.0484550826507322,0.2935674231422033,1.7614045388532278,0.0,0.5430954870006806,0.0
1 vs. 2,Gm10509,-1.090393285956761,0.2935674231422033,1.9291573520773462,0.0,0.5400948856128205,0.0
1 vs. 2,Arl10,-0.9645786760386748,0.2935674231422033,1.6775281322411668,0.0,0.5377966668594071,0.0
1 vs. 2,Il20rb,-0.9645786760386748,0.2935674231422033,1.6775281322411668,0.0,0.5357097794416188,0.0
1 vs. 2,Syt16,-0.9645786760386748,0.2935674231422033,1.6775281322411668,0.0,0.5357097794416188,0.0
1 vs. 2,Pitpnm1,-1.0065168793447035,0.2935674231422033,1.719466335547199,0.0,0.5353430832413607,0.0
1 vs. 2,Ppp1r37,-1.0484550826507322,0.2935674231422033,1.8872191487713141,0.0,0.5324100412981632,0.0
1 vs. 2,Lcn8,-1.0484550826507322,0.2935674231422033,1.7614045388532278,0.0,0.5322387029076955,0.0
1 vs. 2,Clec14a,-1.0484550826507322,0.2935674231422033,1.8452809454652852,0.0,0.5313942982115412,0.0
1 vs. 2,Rdh5,-1.0484550826507322,0.2935674231422033,1.7614045388532278,0.0,0.5312563073793272,0.0
1 vs. 2,Gsr,-2.2227247752195507,-1.0065168793447035,1.1742696925688185,0.0,-0.5270473341322522,-0.0
1 vs. 2,Crocc,-0.9645786760386748,0.2935674231422033,1.6355899289351383,0.0,0.5267916357980613,0.0
1 vs. 2,Rac3,-1.0484550826507322,0.2935674231422033,1.8872191487713141,0.0,0.5259153866809217,0.0
1 vs. 2,Gpr152,-1.0484550826507322,0.2935674231422033,1.7614045388532278,0.0,0.5206804489562429,0.0
1 vs. 2,Igsf9,-1.0065168793447035,0.2935674231422033,1.6355899289351383,0.0,0.5200736863686906,0.0
1 vs. 2,Tnnt2,-1.0484550826507322,0.2935674231422033,1.6355899289351383,0.0,0.5170398090263015,0.0
1 vs. 2,BC051070,-1.0484550826507322,0.2935674231422033,1.6355899289351383,0.0,0.5170398090263015,0.0
1 vs. 2,Gm1995,-1.0484550826507322,0.2935674231422033,1.6355899289351383,0.0,0.5170398090263015,0.0
1 vs. 2,Cdh20,-1.0484550826507322,0.2935674231422033,1.6355899289351383,0.0,0.5170398090263015,0.0
1 vs. 2,Mx1,-1.0484550826507322,0.2935674231422033,1.6355899289351383,0.0,0.5170398090263015,0.0
1 vs. 2,Glt25d2,-1.0065168793447035,0.2935674231422033,1.6355899289351383,0.0,0.5157098183495237,0.0
1 vs. 2,Abca15,-1.0484550826507322,0.2935674231422033,1.6355899289351383,0.0,0.5058694287285661,0.0
1 vs. 2,Kif5c,-1.0484550826507322,0.2935674231422033,1.6775281322411668,0.0,0.504237513146673,0.0
1 vs. 2,Vipr2,-1.0484550826507322,0.2935674231422033,1.6355899289351383,0.0,0.503508637721672,0.0
1 vs. 2,1700125H20Rik,-1.0484550826507322,0.2935674231422033,1.6355899289351383,0.0,0.5005267156861436,0.0
1 vs. 2,Fam46c,-0.9226404727326459,0.20969101653014646,1.6355899289351383,0.0,0.500132486052943,0.0
1 vs. 2,Grpel2,-3.2711798578702833,-0.16775281322411936,1.3000843024869049,0.0,-0.4992378698668364,-0.0
1 vs. 2,Stk32a,-1.0065168793447035,0.2935674231422033,1.5517135223230807,0.0,0.4980966714153332,0.0
1 vs. 2,Sufu,-0.9226404727326459,0.2935674231422033,1.593651725629113,0.0,0.497944147798392,0.0
1 vs. 2,Vmn2r1,-1.0484550826507322,0.2935674231422033,1.7614045388532278,0.0,0.4923946528595831,0.0
1 vs. 2,Gypc,-1.090393285956761,0.2935674231422033,1.8872191487713141,0.0,0.4918730318847059,0.0
1 vs. 2,Vps37d,-1.090393285956761,0.2935674231422033,1.6355899289351383,0.0,0.49100952770431905,0.0
1 vs. 2,Catsperd,-1.0484550826507322,0.2935674231422033,1.6775281322411668,0.0,0.48501855332412985,0.0
1 vs. 2,Col11a1,-1.8033427421592565,-0.6290730495904381,0.7548876595085243,0.0,-0.48284582144930244,-0.0
1 vs. 2,Map2k5,-1.8033427421592565,-0.5032584396723517,0.7548876595085243,0.0,-0.4763579520946342,-0.0
1 vs. 2,Rad9a,-1.9710955553833749,-0.5032584396723517,0.7548876595085243,0.0,-0.47604797857136816,-0.0
1 vs. 2,Gm20743,-1.0484550826507322,0.2935674231422033,1.593651725629113,0.0,0.47493052030424066,0.0
1 vs. 2,Samd3,-1.0065168793447035,0.2935674231422033,1.7614045388532278,0.0,0.47347347428026154,0.0
1 vs. 2,Olfr1444,-1.0484550826507322,0.2935674231422033,1.6355899289351383,0.0,0.47345412992136593,0.0
1 vs. 2,Fosb,-0.7968258628145565,0.25162921983617326,1.509775319017052,0.0,0.47335666458555326,0.0
1 vs. 2,Fancd2,-1.0065168793447035,0.2935674231422033,1.719466335547199,0.0,0.46307877700859384,0.0
1 vs. 2,Acaa1b,-1.0484550826507322,0.2935674231422033,1.6355899289351383,0.0,0.45848712935378744,0.0
1 vs. 2,A330023F24Rik,-0.9645786760386748,0.2935674231422033,1.4258989124049912,0.0,0.45838070282456855,0.0
1 vs. 2,Gm16863,-1.0065168793447035,0.2935674231422033,1.7614045388532278,0.0,0.45672904281120696,0.0
1 vs. 2,Prosapip1,-1.0065168793447035,0.2935674231422033,1.7614045388532278,0.0,0.45672904281120696,0.0
1 vs. 2,Traf3ip3,-1.0065168793447035,0.2935674231422033,1.7614045388532278,0.0,0.45672904281120696,0.0
1 vs. 2,Rtbdn,-1.0065168793447035,0.2935674231422033,1.7614045388532278,0.0,0.45672904281120696,0.0
1 vs. 2,Muc5ac,-1.0065168793447035,0.2935674231422033,1.7614045388532278,0.0,0.45672904281120696,0.0
1 vs. 2,Rbm46,-1.090393285956761,0.2935674231422033,1.5517135223230807,0.0,0.4551307133226986,0.0
1 vs. 2,Cytip,-1.0065168793447035,0.2935674231422033,1.6775281322411668,0.0,0.4531434693564373,0.0
1 vs. 2,Unc5cl,-1.1742696925688185,0.2935674231422033,1.719466335547199,0.0,0.45137331200358627,0.0
1 vs. 2,Fam185a,-1.090393285956761,0.2935674231422033,1.7614045388532278,0.0,0.44404574913383804,0.0
1 vs. 2,Snap91,-1.0484550826507322,0.2935674231422033,1.4258989124049912,0.0,0.44375805434872095,0.0
1 vs. 2,Gm17821,-1.0065168793447035,0.2935674231422033,1.719466335547199,0.0,0.4429049386576631,0.0
1 vs. 2,Gm20605,-1.0484550826507322,0.2935674231422033,1.5517135223230807,0.0,0.4423193765365544,0.0
1 vs. 2,3110007F17Rik,-1.0484550826507322,0.2935674231422033,1.6355899289351383,0.0,0.44230195316963056,0.0
1 vs. 2,Lace1,-1.0484550826507322,0.2935674231422033,1.6775281322411668,0.0,0.4400551923240769,0.0
1 vs. 2,Plin4,-1.090393285956761,0.2935674231422033,1.6355899289351383,0.0,0.4391113435315467,0.0
1 vs. 2,Glra2,-1.090393285956761,0.2935674231422033,1.6355899289351383,0.0,0.4391113435315467,0.0
1 vs. 2,Vmn2r44,-1.090393285956761,0.2935674231422033,1.6355899289351383,0.0,0.4391113435315467,0.0
1 vs. 2,Zp3r,-1.090393285956761,0.2935674231422033,1.6355899289351383,0.0,0.4391113435315467,0.0
1 vs. 2,4930522O17Rik,-1.090393285956761,0.2935674231422033,1.6355899289351383,0.0,0.4391113435315467,0.0
1 vs. 2,Wdr62,-1.0065168793447035,0.2935674231422033,1.6775281322411668,0.0,0.4344959315520925,0.0
1 vs. 2,A530032D15Rik,-1.1323314892627931,0.2935674231422033,1.6355899289351383,0.0,0.4328705844005533,0.0
1 vs. 2,Tagln3,-1.1742696925688185,0.2935674231422033,1.719466335547199,0.0,0.43274037312734903,0.0
1 vs. 2,Tmem45b,-1.0065168793447035,0.2935674231422033,1.719466335547199,0.0,0.43193865694410066,0.0
1 vs. 2,Kcnk16,-1.090393285956761,0.2935674231422033,1.6355899289351383,0.0,0.4296461498601391,0.0
1 vs. 2,Tatdn3,-1.1323314892627931,0.2935674231422033,1.7614045388532278,0.0,0.42777666478360865,0.0
1 vs. 2,Arnt2,-1.7194663355472024,-0.5032584396723517,0.9226404727326426,0.0,-0.42554974966522613,-0.0
1 vs. 2,Rnf167,-1.8452809454652885,-0.46132023636632297,1.2162078958748472,0.0,-0.42554168068350207,-0.0
1 vs. 2,Tmem178b,-1.090393285956761,0.2935674231422033,1.6355899289351383,0.0,0.4251427702895214,0.0
1 vs. 2,Rtl1,-1.0484550826507322,0.2935674231422033,1.593651725629113,0.0,0.4249105968461647,0.0
1 vs. 2,4930473O22Rik,-1.1323314892627931,0.2935674231422033,1.6355899289351383,0.0,0.4239069491278008,0.0
1 vs. 2,Hepacam2,-1.0065168793447035,0.2935674231422033,1.6775281322411668,0.0,0.42274272034200566,0.0
1 vs. 2,Rbm47,-1.3000843024869082,-0.20969101653014646,0.7548876595085243,0.0,-0.42206764667066826,-0.0
1 vs. 2,A730090H04Rik,-1.1323314892627931,0.2935674231422033,1.6355899289351383,0.0,0.42175464744320806,0.0
1 vs. 2,Usp15,-1.6775281322411701,-0.1258146099180896,0.7968258628145565,0.0,-0.4198257288389843,-0.0
1 vs. 2,Ifi35,-0.9645786760386748,0.2935674231422033,1.593651725629113,0.0,0.4189903108065062,0.0
1 vs. 2,Icam5,-1.1323314892627931,0.2935674231422033,1.719466335547199,0.0,0.4160080259007063,0.0
1 vs. 2,8030423F21Rik,-1.1323314892627931,0.2935674231422033,1.719466335547199,0.0,0.4160080259007063,0.0
1 vs. 2,Sema4b,-1.4258989124049946,-0.6290730495904381,1.0065168793447035,0.0,-0.41535362092757877,-0.0
1 vs. 2,Ccdc150,-1.2162078958748472,0.2935674231422033,1.6775281322411668,0.0,0.4151025260617204,0.0
1 vs. 2,Ddx60,-1.1323314892627931,0.2935674231422033,1.7614045388532278,0.0,0.41407161391464425,0.0
1 vs. 2,Golga1,-1.5097753190170553,-0.5032584396723517,0.7548876595085243,0.0,-0.41127726461197084,-0.0
1 vs. 2,Ccdc89,-1.1323314892627931,0.2935674231422033,1.6355899289351383,0.0,0.4104588857231027,0.0
1 vs. 2,Zfp418,-1.1323314892627931,0.2935674231422033,1.7614045388532278,0.0,0.4091104344430051,0.0
1 vs. 2,1700084E18Rik,-1.1323314892627931,0.2935674231422033,1.7614045388532278,0.0,0.4091104344430051,0.0
1 vs. 2,Meis3,-1.1323314892627931,0.2935674231422033,1.7614045388532278,0.0,0.4091104344430051,0.0
1 vs. 2,Dysf,-1.1323314892627931,0.2935674231422033,1.7614045388532278,0.0,0.4081798734384973,0.0
1 vs. 2,Ect2l,-1.1323314892627931,0.2935674231422033,1.719466335547199,0.0,0.4072397591323449,0.0
1 vs. 2,Foxl2os,-1.1323314892627931,0.2935674231422033,1.6355899289351383,0.0,0.4067987476028082,0.0
1 vs. 2,Atp1a1,-1.5097753190170553,-0.5451966429783839,0.8387640661205817,0.0,-0.4051257688992124,-0.0
1 vs. 2,Gpc2,-1.0484550826507322,0.2935674231422033,1.3839607090989656,0.0,0.4037639434790717,0.0
1 vs. 2,Tc2n,-0.9645786760386748,0.3355056264482334,1.2581460991808762,0.0,0.4030336409817097,0.0
1 vs. 2,Ldoc1,-1.0484550826507322,0.2935674231422033,1.6355899289351383,0.0,0.4026702840134463,0.0
1 vs. 2,Tcta,-1.8452809454652885,-0.16775281322411936,1.0903932859567578,0.0,-0.3983679048089542,-0.0
1 vs. 2,Fgf7,-1.1323314892627931,0.2935674231422033,1.719466335547199,0.0,0.3982066493347212,0.0
1 vs. 2,Orai2,-1.1323314892627931,0.2935674231422033,1.4678371157110233,0.0,0.3975631136575943,0.0
1 vs. 2,Timm8a2,-1.0484550826507322,0.2935674231422033,1.6775281322411668,0.0,0.3947600000902321,0.0
1 vs. 2,Map3k4,-1.6775281322411701,-0.5032584396723517,0.7129494562024956,0.0,-0.39475344893686265,-0.0
1 vs. 2,C1ra,-1.1323314892627931,0.2935674231422033,1.5517135223230807,0.0,0.3937629371100989,0.0
1 vs. 2,Spata5,-1.6355899289351417,-0.5032584396723517,0.9226404727326426,0.0,-0.38714262045106007,-0.0
1 vs. 2,Cblc,-1.0484550826507322,0.2935674231422033,1.593651725629113,0.0,0.3805608995087747,0.0
1 vs. 2,Ndufaf6,-1.2581460991808795,0.2935674231422033,1.6775281322411668,0.0,0.3805503879849357,0.0
1 vs. 2,Kcnu1,-1.090393285956761,0.2935674231422033,1.593651725629113,0.0,0.3779497440473607,0.0
1 vs. 2,Glipr1,-1.090393285956761,0.2935674231422033,1.6355899289351383,0.0,0.3753491902306888,0.0
1 vs. 2,Slc22a18,-1.0484550826507322,0.2935674231422033,1.593651725629113,0.0,0.3743919467450209,0.0
1 vs. 2,Plbd1,-1.2581460991808795,0.2935674231422033,1.6355899289351383,0.0,0.37200233735108623,0.0
1 vs. 2,Cdcp1,-1.090393285956761,0.2935674231422033,1.5517135223230807,0.0,0.3707880446588957,0.0
1 vs. 2,Rin3,-1.1323314892627931,0.2935674231422033,1.6355899289351383,0.0,0.3692295928434535,0.0
1 vs. 2,Acsm1,-1.1742696925688185,0.2935674231422033,1.6775281322411668,0.0,0.3672311467338355,0.0
1 vs. 2,Trappc3,-1.1742696925688185,0.2935674231422033,1.4678371157110233,0.0,0.3646492592612133,0.0
1 vs. 2,Fam188b,-1.3839607090989656,0.37744382975426216,1.719466335547199,0.0,0.36398093755623523,0.0
1 vs. 2,Lipe,-1.1742696925688185,0.2935674231422033,1.6775281322411668,0.0,0.3592855511625503,0.0
1 vs. 2,Mcf2l,-1.9710955553833749,0.0,0.7968258628145565,0.0,-0.35892089216167966,-0.0
1 vs. 2,Hist2h3b,-1.1742696925688185,0.2935674231422033,1.719466335547199,0.0,0.3554716811548502,0.0
1 vs. 2,Znf41-ps,-1.1742696925688185,0.2935674231422033,1.6355899289351383,0.0,0.35475659973551543,0.0
1 vs. 2,2810047C21Rik1,-1.2162078958748472,0.2935674231422033,1.7614045388532278,0.0,0.35350609469126376,0.0
1 vs. 2,Ankrd45,-1.1742696925688185,0.2935674231422033,1.719466335547199,0.0,0.3530996435324203,0.0
1 vs. 2,Nop9,-1.1323314892627931,0.2935674231422033,1.719466335547199,0.0,0.35170302063647557,0.0
1 vs. 2,Actn1,-0.7548876595085277,0.12581460991808663,1.2162078958748472,0.0,0.351430334293224,0.0
1 vs. 2,Tomm40l,-1.1742696925688185,0.2935674231422033,1.509775319017052,0.0,0.34495407270188205,0.0
1 vs. 2,9230110C19Rik,-1.090393285956761,0.2935674231422033,1.593651725629113,0.0,0.3430422495134827,0.0
1 vs. 2,Tgfa,-1.6775281322411701,-0.5032584396723517,1.2162078958748472,0.0,-0.3407852100263396,-0.0
1 vs. 2,Snord42a,-1.2162078958748472,0.2935674231422033,1.6355899289351383,0.0,0.3323294731814599,0.0
1 vs. 2,Camk2n1,-1.090393285956761,0.2935674231422033,1.593651725629113,0.0,0.33136308688699334,0.0
1 vs. 2,Eml2,-1.2162078958748472,0.2935674231422033,1.719466335547199,0.0,0.327089841368532,0.0
1 vs. 2,Lrrc56,-1.2581460991808795,0.2935674231422033,1.593651725629113,0.0,0.32509056544092657,0.0
1 vs. 2,Tex26,-1.1742696925688185,0.2935674231422033,1.719466335547199,0.0,0.3235041839469821,0.0
1 vs. 2,Rap1gap2,-1.1323314892627931,0.2935674231422033,1.4258989124049912,0.0,0.3209692836317046,0.0
1 vs. 2,Acot12,-1.2162078958748472,0.2935674231422033,1.6775281322411668,0.0,0.3187285394556939,0.0
1 vs. 2,S100pbp,-1.1742696925688185,0.2935674231422033,1.4258989124049912,0.0,0.3172586135855677,0.0
1 vs. 2,Il15ra,-1.2162078958748472,0.2935674231422033,1.6775281322411668,0.0,0.3163000822171462,0.0
1 vs. 2,Dennd1a,-1.1742696925688185,0.2935674231422033,1.5517135223230807,0.0,0.3038936507372692,0.0
1 vs. 2,Foxred1,-1.2581460991808795,0.2935674231422033,1.8452809454652852,0.0,0.30059990488250427,0.0
1 vs. 2,Synpr,-1.2162078958748472,0.2935674231422033,1.6355899289351383,0.0,0.2998974446606993,0.0
1 vs. 2,Necab2,-1.2162078958748472,0.2935674231422033,1.6775281322411668,0.0,0.2975736761634021,0.0
1 vs. 2,Gm3696,-1.1323314892627931,0.2935674231422033,1.3000843024869049,0.0,0.296283787458476,0.0
1 vs. 2,Maoa,-1.4258989124049946,-0.1258146099180896,1.2581460991808762,0.0,-0.2962304978226425,-0.0
1 vs. 2,Herc3,-1.2162078958748472,0.2935674231422033,1.4678371157110233,0.0,0.29384191134182647,0.0
1 vs. 2,D630045M09Rik,-1.090393285956761,0.2935674231422033,1.3420225057929336,0.0,0.29325672595198615,0.0
1 vs. 2,Trabd2b,-1.1323314892627931,0.2935674231422033,1.4258989124049912,0.0,0.29059180499053106,0.0
1 vs. 2,Pifo,-1.2581460991808795,0.2935674231422033,1.7614045388532278,0.0,0.29039059488277597,0.0
1 vs. 2,Dennd2d,-1.1323314892627931,0.2935674231422033,1.509775319017052,0.0,0.2895254947611905,0.0
1 vs. 2,Aox1,-1.1742696925688185,0.2935674231422033,1.6355899289351383,0.0,0.28911684613511685,0.0
1 vs. 2,Bcdin3d,-1.1742696925688185,0.2935674231422033,1.509775319017052,0.0,0.288196758981583,0.0
1 vs. 2,Irx5,-1.090393285956761,0.2935674231422033,1.0903932859567578,0.0,0.28775994684229345,0.0
1 vs. 2,Ccl2,-1.2581460991808795,0.2935674231422033,1.6775281322411668,0.0,0.28542848861613945,0.0
1 vs. 2,Strn4,-1.6775281322411701,-0.1258146099180896,1.0484550826507288,0.0,-0.2839266217700366,-0.0
1 vs. 2,Nek3,-1.1323314892627931,0.2935674231422033,1.3000843024869049,0.0,0.27591335784398696,0.0
1 vs. 2,Fam126a,-1.3839607090989656,-0.1258146099180896,0.8387640661205817,0.0,-0.2755592438130777,-0.0
1 vs. 2,Efcab11,-1.6775281322411701,0.20969101653014646,0.8807022694266139,0.0,-0.27549200652554434,-0.0
1 vs. 2,Plekha6,-1.2581460991808795,0.2935674231422033,1.6775281322411668,0.0,0.27451134594994137,0.0
1 vs. 2,Evpl,-1.3000843024869082,0.2935674231422033,1.5517135223230807,0.0,0.27200572608629314,0.0
1 vs. 2,Abhd12,-1.6355899289351417,0.0,0.7968258628145565,0.0,-0.27134764147176116,-0.0
1 vs. 2,Fam76a,-1.9291573520773462,0.20969101653014646,0.9226404727326426,0.0,-0.27083216409260374,-0.0
1 vs. 2,Pla2g4a,-1.1323314892627931,0.2935674231422033,1.4678371157110233,0.0,0.2681967101323215,0.0
1 vs. 2,Scn2b,-1.2581460991808795,0.2935674231422033,1.3839607090989656,0.0,0.26451515544918713,0.0
1 vs. 2,Unc5a,-1.6355899289351417,-0.1258146099180896,0.9226404727326426,0.0,-0.2616383569041289,-0.0
1 vs. 2,Rara,-1.3000843024869082,0.2935674231422033,1.4678371157110233,0.0,0.2605774835865129,0.0
1 vs. 2,D330045A20Rik,-1.342022505792937,0.2935674231422033,1.509775319017052,0.0,0.2499877471216843,0.0
1 vs. 2,Tle2,-1.090393285956761,0.25162921983617326,1.0484550826507288,0.0,0.24933615597747566,0.0
1 vs. 2,Gli1,-1.3000843024869082,0.2935674231422033,1.6775281322411668,0.0,0.24731688751087327,0.0
1 vs. 2,Rhoj,-1.2162078958748472,0.2935674231422033,1.509775319017052,0.0,0.246900561844499,0.0
1 vs. 2,Lnx1,-1.6355899289351417,-0.3355056264482367,1.1742696925688185,0.0,-0.24638472957934643,-0.0
1 vs. 2,Focad,-1.1742696925688185,0.2935674231422033,1.3420225057929336,0.0,0.24535723357731565,0.0
1 vs. 2,Mnd1,-1.1742696925688185,0.2935674231422033,1.3839607090989656,0.0,0.24451248951583127,0.0
1 vs. 2,Plxna2,-1.342022505792937,-0.2935674231422063,1.2162078958748472,0.0,-0.24369727494442786,-0.0
1 vs. 2,BC018507,-1.4678371157110233,0.0,0.7548876595085243,0.0,-0.2432544009515764,-0.0
1 vs. 2,Nrcam,-1.2162078958748472,0.2935674231422033,1.2581460991808762,0.0,0.24151982947535294,0.0
1 vs. 2,Ercc6,-0.9645786760386748,0.2935674231422033,1.0484550826507288,0.0,0.23795024306105433,0.0
1 vs. 2,Whrn,-1.1323314892627931,0.2935674231422033,1.2581460991808762,0.0,0.23441768210630154,0.0
1 vs. 2,Ptpla,-1.2162078958748472,0.2935674231422033,1.3839607090989656,0.0,0.23147184140471191,0.0
1 vs. 2,Piezo2,-1.551713522323084,0.0,0.8807022694266139,0.0,-0.22643444885068525,-0.0
1 vs. 2,Traf3ip2,-1.090393285956761,0.2935674231422033,1.3839607090989656,0.0,0.22570418321021113,0.0
1 vs. 2,Snx15,-1.2162078958748472,-0.46132023636632297,0.6710112528964668,0.0,-0.22371612047865091,-0.0
1 vs. 2,Limk2,-1.8872191487713175,0.1677528132241167,0.8387640661205817,0.0,-0.22301532587918,-0.0
1 vs. 2,Copz2,-1.1742696925688185,0.2935674231422033,1.3420225057929336,0.0,0.21392283100203036,0.0
1 vs. 2,Igsf10,-1.3839607090989656,0.2935674231422033,1.5517135223230807,0.0,0.21119539673803223,0.0
1 vs. 2,Nucb2,-1.2162078958748472,0.2935674231422033,1.3000843024869049,0.0,0.20964601716120754,0.0
1 vs. 2,2810002D19Rik,-1.2162078958748472,0.2935674231422033,1.3000843024869049,0.0,0.20655579625033882,0.0
1 vs. 2,Gpr61,-1.3000843024869082,0.2935674231422033,1.593651725629113,0.0,0.20628399138104367,0.0
1 vs. 2,Bcl7c,-1.2581460991808795,0.2935674231422033,1.3839607090989656,0.0,0.20365163997379226,0.0
1 vs. 2,Hlf,-1.2581460991808795,0.2935674231422033,1.5517135223230807,0.0,0.20259451527361488,0.0
1 vs. 2,Nod1,-1.2162078958748472,0.2935674231422033,1.5517135223230807,0.0,0.20175374357955614,0.0
1 vs. 2,Mlst8,-1.593651725629113,0.20969101653014646,0.9645786760386714,0.0,-0.20156857717333426,-0.0
1 vs. 2,Rundc3a,-1.2581460991808795,0.2935674231422033,1.4258989124049912,0.0,0.20058120894862488,0.0
1 vs. 2,Sec61g,-1.1323314892627931,0.2935674231422033,1.0065168793447035,0.0,0.19670469906450158,0.0
1 vs. 2,Snord87,-1.2162078958748472,0.20969101653014646,1.3000843024869049,0.0,0.18336277853699823,0.0
1 vs. 2,Mcm3ap,-1.4258989124049946,0.0,0.8807022694266139,0.0,-0.1832189159845507,-0.0
1 vs. 2,Psme2,-1.2162078958748472,0.2935674231422033,1.3420225057929336,0.0,0.1819570194805382,0.0
1 vs. 2,Zfp960,-1.5097753190170553,-0.1258146099180896,0.9226404727326426,0.0,-0.1819523698145396,-0.0
1 vs. 2,Proser2,-1.2162078958748472,0.25162921983617326,1.1742696925688185,0.0,0.18053631761065503,0.0
1 vs. 2,Plb1,-1.342022505792937,-0.2935674231422063,1.2581460991808762,0.0,-0.17797813127114434,-0.0
1 vs. 2,Psmg1,-1.3000843024869082,0.2935674231422033,1.2581460991808762,0.0,0.1747758941432906,0.0
1 vs. 2,Rlf,-1.1323314892627931,0.1677528132241167,1.3420225057929336,0.0,0.1716829484001552,0.0
1 vs. 2,Sgsm3,-1.8452809454652885,0.2935674231422033,1.4258989124049912,0.0,-0.16672027507961254,-0.0
1 vs. 2,9030624J02Rik,-1.1742696925688185,0.2935674231422033,1.0903932859567578,0.0,0.16508279097482031,0.0
1 vs. 2,Creb3l1,-1.593651725629113,0.20969101653014646,0.8807022694266139,0.0,-0.16446987034840374,-0.0
1 vs. 2,Fam220a,-1.6355899289351417,0.0,0.9645786760386714,0.0,-0.16227849071532435,-0.0
1 vs. 2,Dcbld1,-1.6775281322411701,0.0,0.7548876595085243,0.0,-0.15694720928161238,-0.0
1 vs. 2,Dhx37,-1.342022505792937,0.2935674231422033,1.3839607090989656,0.0,0.15664490133850303,0.0
1 vs. 2,Gm5088,-1.4258989124049946,0.0,0.9226404727326426,0.0,-0.15266455191844794,-0.0
1 vs. 2,Rpl10a,-1.3000843024869082,0.20969101653014646,1.0484550826507288,0.0,0.1507713132890901,0.0
1 vs. 2,Hivep2,-1.342022505792937,-0.1258146099180896,1.3000843024869049,0.0,-0.1478015374088702,-0.0
1 vs. 2,Gad1,-1.7194663355472024,0.20969101653014646,1.2581460991808762,0.0,-0.14515362441686258,-0.0
1 vs. 2,Rnase4,-1.342022505792937,-0.2935674231422063,1.6355899289351383,0.0,-0.14099669052671399,-0.0
1 vs. 2,Slx4ip,-1.342022505792937,0.2935674231422033,1.3839607090989656,0.0,0.14063050520816112,0.0
1 vs. 2,Las1l,-1.3839607090989656,-0.08387640661205985,0.9226404727326426,0.0,-0.13595068497332496,-0.0
1 vs. 2,Supt5,-2.390477588443666,-0.1258146099180896,1.593651725629113,0.0,-0.12746769845781034,-0.0
1 vs. 2,2610034B18Rik,-2.013033758689404,0.0,1.6355899289351383,0.0,0.12722610269752888,0.0
1 vs. 2,Tstd3,-1.3000843024869082,0.20969101653014646,1.2162078958748472,0.0,0.11629487166153761,0.0
1 vs. 2,Harbi1,-1.4678371157110233,-0.1258146099180896,1.3839607090989656,0.0,-0.1140073218301635,-0.0
1 vs. 2,A130010J15Rik,-1.3839607090989656,0.2935674231422033,1.5517135223230807,0.0,0.11109097285245857,0.0
1 vs. 2,F2r,-1.0065168793447035,-0.08387640661205985,1.8452809454652852,0.0,0.11077580016642974,0.0
1 vs. 2,Lpcat4,-1.593651725629113,0.20969101653014646,1.0484550826507288,0.0,-0.10853584830817231,-0.0
1 vs. 2,Bag3,-1.5097753190170553,-0.08387640661205985,1.1323314892627898,0.0,-0.10791343833582552,-0.0
1 vs. 2,Fam175a,-1.3839607090989656,0.0,0.8387640661205817,0.0,-0.10573361811429978,-0.0
1 vs. 2,Fam134c,-1.2581460991808795,0.20969101653014646,1.0903932859567578,0.0,0.1033437922030947,0.0
1 vs. 2,Lin37,-1.4678371157110233,0.20969101653014646,0.9645786760386714,0.0,-0.09837547298469505,-0.0
1 vs. 2,Ptpn6,-1.2581460991808795,0.0,1.3839607090989656,0.0,-0.09706855766016219,-0.0
1 vs. 2,Fam83h,-1.4258989124049946,0.2935674231422033,1.1742696925688185,0.0,0.09145347012722709,0.0
